posting_date,transaction_date,description,merchant_category,type,amount,running_balance,check_number,reference_id,channel,location
2025-10-24,2025-10-24,HARBOR ATHLETIC CLUB DUES,Subscription,DEBIT,-42.0,4561.73,,DC100175,POS,Madison WI
2025-10-27,2025-10-27,ALDI #62 MADISON WI,Groceries,DEBIT,-137.54,4424.19,,DC100178,POS,Madison WI
2025-10-31,2025-10-31,UW–MADISON PAYROLL DIRECT DEP,Payroll Income,CREDIT,5071.93,9496.12,,DD100165,ACH,Madison WI
2025-11-01,2025-11-01,BADGERLAND MTG SVCG LOAN PMT,Mortgage,DEBIT,-1436.98,8059.14,,AC100185,ACH,Madison WI
2025-11-03,2025-11-03,NETFLIX.COM AUTOPAY,Subscription,DEBIT,-15.49,8043.65,,DC100190,POS,Madison WI
2025-11-05,2025-11-05,CREDIT CARD AUTOPAY ****8043,Card Payment,DEBIT,-630.74,7412.91,,AC100186,ACH,Madison WI
2025-11-06,2025-11-06,COSTCO WHSE #1098 MADISON WI,Groceries,DEBIT,-115.27,7297.64,,DC100195,POS,Madison WI
2025-11-07,2025-11-07,SPOTIFY USA AUTOPAY,Subscription,DEBIT,-11.99,7285.65,,DC100191,POS,Madison WI
2025-11-08,2025-11-08,MADISON GAS & ELECTRIC UTILITY,Utilities,DEBIT,-211.57,7074.08,,AC100188,ACH,Madison WI
2025-11-10,2025-11-10,ACH TRANSFER TO LAKESHORE BROKERAGE,Investment Transfer,DEBIT,-1535.85,5538.23,,TF100234,ACH,Madison WI
2025-11-11,2025-11-11,SSM HEALTH CLINIC CO-PAY WI,Medical,DEBIT,-72.19,5466.04,,DC100200,POS,Madison WI
2025-11-12,2025-11-12,MADISON WATER UTILITY,Utilities,DEBIT,-66.89,5399.15,,AC100189,ACH,Madison WI
2025-11-12,2025-11-12,HULU AUTOPAY,Subscription,DEBIT,-18.99,5380.16,,DC100193,POS,Madison WI
2025-11-15,2025-11-15,TRANSFER TO SAVINGS ****6690,Transfer,DEBIT,-500.0,4880.16,,TF100187,XFER,Madison WI
2025-11-16,2025-11-16,FRESH MADISON MARKET WI,Groceries,DEBIT,-122.1,4758.06,,DC100196,POS,Madison WI
2025-11-18,2025-11-18,NYTimes Digital AUTOPAY,Subscription,DEBIT,-17.0,4741.06,,DC100192,POS,Madison WI
2025-11-18,2025-11-18,STEEP & BREW CAFE MADISON WI,Dining,DEBIT,-126.82,4614.24,,DC100201,POS,Madison WI
2025-11-19,2025-11-19,FERNCLIFFE ADVISORY E&O INS / CONT ED,Business Expense,DEBIT,-207.67,4406.57,,AC100198,ACH,Madison WI
2025-11-24,2025-11-24,HARBOR ATHLETIC CLUB DUES,Subscription,DEBIT,-42.0,4364.57,,DC100194,POS,Madison WI
2025-11-26,2025-11-26,CHECK #1318 UW FOUNDATION GIFT,Charitable,DEBIT,-600.0,3764.57,1318,CK100199,CHECK,Madison WI
2025-11-27,2025-11-27,ALDI #62 MADISON WI,Groceries,DEBIT,-142.96,3621.61,,DC100197,POS,Madison WI
2025-11-28,2025-11-28,UW–MADISON PAYROLL DIRECT DEP,Payroll Income,CREDIT,5071.93,8693.54,,DD100184,ACH,Madison WI
2025-12-01,2025-12-01,BADGERLAND MTG SVCG LOAN PMT,Mortgage,DEBIT,-1436.98,7256.56,,AC100204,ACH,Madison WI
2025-12-03,2025-12-03,NETFLIX.COM AUTOPAY,Subscription,DEBIT,-15.49,7241.07,,DC100209,POS,Madison WI
2025-12-05,2025-12-05,CREDIT CARD AUTOPAY ****8043,Card Payment,DEBIT,-957.05,6284.02,,AC100205,ACH,Madison WI
2025-12-06,2025-12-06,FRESH MADISON MARKET WI,Groceries,DEBIT,-179.11,6104.91,,DC100214,POS,Madison WI
2025-12-07,2025-12-07,SPOTIFY USA AUTOPAY,Subscription,DEBIT,-11.99,6092.92,,DC100210,POS,Madison WI
2025-12-08,2025-12-08,MADISON GAS & ELECTRIC UTILITY,Utilities,DEBIT,-260.36,5832.56,,AC100207,ACH,Madison WI
2025-12-09,2025-12-09,DEPOSIT - CLIENT REMITTANCE (FERNCLIFFE ADVISORY),Business Income,CREDIT,9000.0,14832.56,,DD100203,ACH,Madison WI
2025-12-10,2025-12-10,ACH TRANSFER TO LAKESHORE BROKERAGE,Investment Transfer,DEBIT,-1535.85,13296.71,,TF100235,ACH,Madison WI
2025-12-11,2025-12-11,OLBRICH GARDENS GIFT SHOP WI,Merchandise,DEBIT,-35.18,13261.53,,DC100219,POS,Madison WI
2025-12-12,2025-12-12,MADISON WATER UTILITY,Utilities,DEBIT,-74.57,13186.96,,AC100208,ACH,Madison WI
2025-12-12,2025-12-12,HULU AUTOPAY,Subscription,DEBIT,-18.99,13167.97,,DC100212,POS,Madison WI
2025-12-15,2025-12-15,TRANSFER TO SAVINGS ****6690,Transfer,DEBIT,-500.0,12667.97,,TF100206,XFER,Madison WI
2025-12-16,2025-12-16,WILLY STREET CO-OP EAST MADISON WI,Groceries,DEBIT,-130.51,12537.46,,DC100215,POS,Madison WI
2025-12-18,2025-12-18,NYTimes Digital AUTOPAY,Subscription,DEBIT,-17.0,12520.46,,DC100211,POS,Madison WI
2025-12-18,2025-12-18,MICHELANGELO'S COFFEE WI,Dining,DEBIT,-66.75,12453.71,,DC100220,POS,Madison WI
2025-12-20,2025-12-20,HOLIDAY GIFTS / FAMILY,Gifts,DEBIT,-2200.0,10253.71,,DC100217,POS,Madison WI
2025-12-23,2025-12-23,BARRIQUES COFFEE MADISON,Dining,DEBIT,-27.82,10225.89,,DC100218,POS,Madison WI
2025-12-24,2025-12-24,HARBOR ATHLETIC CLUB DUES,Subscription,DEBIT,-42.0,10183.89,,DC100213,POS,Madison WI
2025-12-25,2025-12-25,ACH TRANSFER TO LAKESHORE BROKERAGE (LUMP),Investment Transfer,DEBIT,-5631.43,4552.46,,TF100239,ACH,Madison WI
2025-12-27,2025-12-27,METCALFE'S MARKET HILLDALE MADISON WI,Groceries,DEBIT,-104.35,4448.11,,DC100216,POS,Madison WI
2025-12-31,2025-12-31,UW–MADISON PAYROLL DIRECT DEP,Payroll Income,CREDIT,5071.89,9520.0,,DD100202,ACH,Madison WI
