posting_date,transaction_date,description,merchant_category,type,amount,running_balance,channel,reference_id,location
2025-08-18,2025-08-18,CAVA 14TH STREET WASHINGTON DC 6881,Dining,debit,-37.6,36125.39,POS,018245,Washington DC
2025-08-18,2025-08-18,LE DIPLOMATE DC WASHINGTON DC 2331,Dining,debit,-37.01,36088.38,POS,999810,Washington DC
2025-08-21,2025-08-21,ACH PAYROLL CARRASCO-VEGA 250821,Household Payroll,debit,-1939.35,34149.03,ACH,541246,
2025-08-23,2025-08-23,NIKE.COM WASHINGTON DC 8269,Shopping,debit,-187.76,33961.27,POS,218839,Washington DC
2025-08-24,2025-08-24,AUTOPAY CAP ONE VENTURE 8841 250824,Credit Card Pmt,debit,-2279.6,31681.67,ACH,444719,
2025-08-31,2025-08-31,DIR DEP DOJ NFC PAY PPD250831,Payroll,credit,4745.56,36427.23,ACH,206119,
2025-08-31,2025-08-31,DIR DEP POTOMAC GEN PAYROLL 250831,Payroll,credit,5727.85,42155.08,ACH,067893,
2025-09-01,2025-09-01,ACH MORTGAGE FIRSTMERIDIAN LN0731 250901,Mortgage,debit,-4569.67,37585.41,ACH,075607,
2025-09-03,2025-09-03,PEPCO ENERGY BILLPAY SEP-25,Utilities,debit,-236.8,37348.61,ACH,277129,
2025-09-04,2025-09-04,WASHINGTON GAS BILLPAY SEP-25,Utilities,debit,-58.0,37290.61,ACH,938373,
2025-09-05,2025-09-05,DC WATER BILLPAY SEP-25,Utilities,debit,-86.52,37204.09,ACH,523515,
2025-09-06,2025-09-06,ACH PAYROLL CARRASCO-VEGA 250906,Household Payroll,debit,-1939.35,35264.74,ACH,107235,
2025-09-06,2025-09-06,VERIZON FIOS INTERNET SEP-25,Utilities,debit,-89.99,35174.75,ACH,714003,
2025-09-07,2025-09-07,VERIZON WIRELESS PMT SEP-25,Utilities,debit,-200.83,34973.92,ACH,235055,
2025-09-07,2025-09-07,NETFLIX.COM,Streaming,debit,-24.99,34948.93,POS,205722,
2025-09-08,2025-09-08,SPOTIFY USA FAMILY,Streaming,debit,-19.99,34928.94,POS,608995,
2025-09-09,2025-09-09,NYTIMES DIGITAL SUBSCR,News/Media,debit,-25.0,34903.94,POS,308126,
2025-09-10,2025-09-10,ACH TUITION CATHEDRAL HTS 250910,Education,debit,-12000.0,22903.94,ACH,699997,
2025-09-10,2025-09-10,APPLE.COM/BILL ICLOUD,Software,debit,-9.99,22893.95,POS,075186,
2025-09-10,2025-09-10,COMPASS COFFEE WASHINGTON DC 9377,Dining,debit,-28.92,22865.03,POS,285216,Washington DC
2025-09-11,2025-09-11,PELOTON MEMBERSHIP,Health/Fitness,debit,-44.0,22821.03,POS,057033,
2025-09-12,2025-09-12,DISNEY PLUS,Streaming,debit,-15.99,22805.04,POS,260375,
2025-09-15,2025-09-15,DIR DEP DOJ NFC PAY PPD250915,Payroll,credit,4745.56,27550.6,ACH,501206,
2025-09-15,2025-09-15,DIR DEP POTOMAC GEN PAYROLL 250915,Payroll,credit,5727.85,33278.45,ACH,212581,
2025-09-15,2025-09-15,WEST ELM 14TH ST WASHINGTON DC 3768,Shopping,debit,-161.26,33117.19,POS,821670,Washington DC
2025-09-16,2025-09-16,TRANSFER TO MERIDIAN BRKG Z18 115389,Transfer/Investment,debit,-250.0,32867.19,ACH,744327,
2025-09-17,2025-09-17,ZELLE PMT TO M OKAFOR 871195,Transfer,debit,-87.15,32780.04,ACH,924445,
2025-09-18,2025-09-18,TRADER JOES #648 WASHINGTON DC 8450,Groceries,debit,-115.63,32664.41,POS,757757,Washington DC
2025-09-21,2025-09-21,ACH PAYROLL CARRASCO-VEGA 250921,Household Payroll,debit,-1939.35,30725.06,ACH,118808,
2025-09-22,2025-09-22,LE DIPLOMATE DC WASHINGTON DC 6959,Dining,debit,-19.52,30705.54,POS,849326,Washington DC
2025-09-23,2025-09-23,COSTCO WHSE #1180 WASHINGTON DC 2981,Groceries,debit,-35.27,30670.27,POS,488103,Washington DC
2025-09-24,2025-09-24,AUTOPAY CAP ONE VENTURE 8841 250924,Credit Card Pmt,debit,-2132.39,28537.88,ACH,481996,
2025-09-24,2025-09-24,SHELL OIL 14TH ST WASHINGTON DC 9053,Transportation,debit,-53.94,28483.94,POS,348514,Washington DC
2025-09-30,2025-09-30,DIR DEP DOJ NFC PAY PPD250930,Payroll,credit,4745.56,33229.5,ACH,644663,
2025-09-30,2025-09-30,DIR DEP POTOMAC GEN PAYROLL 250930,Payroll,credit,5727.85,38957.35,ACH,869608,
2025-10-01,2025-10-01,ACH MORTGAGE FIRSTMERIDIAN LN0731 251001,Mortgage,debit,-4569.67,34387.68,ACH,326786,
2025-10-03,2025-10-03,PEPCO ENERGY BILLPAY OCT-25,Utilities,debit,-275.65,34112.03,ACH,692974,
2025-10-03,2025-10-03,TARGET #2718 COLUMBIA HTS WASHINGTON DC 4080,Shopping,debit,-176.34,33935.69,POS,404499,Washington DC
2025-10-04,2025-10-04,WASHINGTON GAS BILLPAY OCT-25,Utilities,debit,-84.0,33851.69,ACH,320539,
2025-10-05,2025-10-05,DC WATER BILLPAY OCT-25,Utilities,debit,-112.12,33739.57,ACH,092239,
2025-10-06,2025-10-06,ACH PAYROLL CARRASCO-VEGA 251006,Household Payroll,debit,-1939.35,31800.22,ACH,649172,
2025-10-06,2025-10-06,VERIZON FIOS INTERNET OCT-25,Utilities,debit,-89.99,31710.23,ACH,869461,
2025-10-07,2025-10-07,VERIZON WIRELESS PMT OCT-25,Utilities,debit,-191.23,31519.0,ACH,908027,
2025-10-07,2025-10-07,NETFLIX.COM,Streaming,debit,-24.99,31494.01,POS,108227,
2025-10-07,2025-10-07,HARRIS TEETER #0712 WASHINGTON DC 5090,Groceries,debit,-219.29,31274.72,POS,631746,Washington DC
2025-10-08,2025-10-08,SPOTIFY USA FAMILY,Streaming,debit,-19.99,31254.73,POS,064930,
2025-10-09,2025-10-09,NYTIMES DIGITAL SUBSCR,News/Media,debit,-25.0,31229.73,POS,602807,
2025-10-09,2025-10-09,ATM WITHDRAWAL 14TH ST NW 1158,Cash,debit,-100.0,31129.73,ATM,665521,Washington DC
2025-10-10,2025-10-10,ACH TUITION CATHEDRAL HTS 251010,Education,debit,-12000.0,19129.73,ACH,773928,
2025-10-10,2025-10-10,APPLE.COM/BILL ICLOUD,Software,debit,-9.99,19119.74,POS,873810,
2025-10-11,2025-10-11,PELOTON MEMBERSHIP,Health/Fitness,debit,-44.0,19075.74,POS,545205,
2025-10-12,2025-10-12,DISNEY PLUS,Streaming,debit,-15.99,19059.75,POS,566234,
2025-10-13,2025-10-13,WEST ELM 14TH ST WASHINGTON DC 3174,Shopping,debit,-234.33,18825.42,POS,640327,Washington DC
2025-10-15,2025-10-15,DIR DEP DOJ NFC PAY PPD251015,Payroll,credit,4745.56,23570.98,ACH,091721,
2025-10-15,2025-10-15,DIR DEP POTOMAC GEN PAYROLL 251015,Payroll,credit,5727.85,29298.83,ACH,936230,
2025-10-15,2025-10-15,SAFEWAY #1410 WASHINGTON DC 0766,Groceries,debit,-160.54,29138.29,POS,068379,Washington DC
2025-10-17,2025-10-17,GIANT FOOD #0345 WASHINGTON DC 4858,Groceries,debit,-108.6,29029.69,POS,572289,Washington DC
2025-10-21,2025-10-21,ACH PAYROLL CARRASCO-VEGA 251021,Household Payroll,debit,-1939.35,27090.34,ACH,913268,
2025-10-23,2025-10-23,ZELLE PMT TO M OKAFOR 079532,Transfer,debit,-211.46,26878.88,ACH,973299,
2025-10-24,2025-10-24,AUTOPAY CAP ONE VENTURE 8841 251024,Credit Card Pmt,debit,-2868.63,24010.25,ACH,927678,
2025-10-25,2025-10-25,POTTERY BARN ONLINE WASHINGTON DC 2720,Shopping,debit,-74.95,23935.3,POS,662082,Washington DC
2025-10-31,2025-10-31,DIR DEP DOJ NFC PAY PPD251031,Payroll,credit,4745.56,28680.86,ACH,184954,
2025-10-31,2025-10-31,DIR DEP POTOMAC GEN PAYROLL 251031,Payroll,credit,6019.25,34700.11,ACH,589738,
2025-11-01,2025-11-01,ACH MORTGAGE FIRSTMERIDIAN LN0731 251101,Mortgage,debit,-4569.67,30130.44,ACH,272127,
2025-11-02,2025-11-02,WEST ELM 14TH ST WASHINGTON DC 3656,Shopping,debit,-48.56,30081.88,POS,993861,Washington DC
2025-11-03,2025-11-03,PEPCO ENERGY BILLPAY NOV-25,Utilities,debit,-266.63,29815.25,ACH,333571,
2025-11-03,2025-11-03,NIKE.COM WASHINGTON DC 6887,Shopping,debit,-181.48,29633.77,POS,809831,Washington DC
2025-11-04,2025-11-04,WASHINGTON GAS BILLPAY NOV-25,Utilities,debit,-121.0,29512.77,ACH,747654,
2025-11-05,2025-11-05,DC WATER BILLPAY NOV-25,Utilities,debit,-80.0,29432.77,ACH,387043,
2025-11-06,2025-11-06,ACH PAYROLL CARRASCO-VEGA 251106,Household Payroll,debit,-1939.35,27493.42,ACH,489036,
2025-11-06,2025-11-06,VERIZON FIOS INTERNET NOV-25,Utilities,debit,-89.99,27403.43,ACH,654152,
2025-11-07,2025-11-07,VERIZON WIRELESS PMT NOV-25,Utilities,debit,-200.07,27203.36,ACH,947762,
2025-11-07,2025-11-07,NETFLIX.COM,Streaming,debit,-24.99,27178.37,POS,810511,
2025-11-08,2025-11-08,SPOTIFY USA FAMILY,Streaming,debit,-19.99,27158.38,POS,799214,
2025-11-09,2025-11-09,NYTIMES DIGITAL SUBSCR,News/Media,debit,-25.0,27133.38,POS,052636,
2025-11-09,2025-11-09,SAFEWAY #1410 WASHINGTON DC 3960,Groceries,debit,-58.39,27074.99,POS,783596,Washington DC
2025-11-10,2025-11-10,ACH TUITION CATHEDRAL HTS 251110,Education,debit,-12000.0,15074.99,ACH,704814,
2025-11-10,2025-11-10,APPLE.COM/BILL ICLOUD,Software,debit,-9.99,15065.0,POS,146478,
2025-11-10,2025-11-10,ZELLE PMT TO J BAUER 304912,Transfer,debit,-162.96,14902.04,ACH,693216,
2025-11-11,2025-11-11,PELOTON MEMBERSHIP,Health/Fitness,debit,-44.0,14858.04,POS,426825,
2025-11-12,2025-11-12,DISNEY PLUS,Streaming,debit,-15.99,14842.05,POS,047936,
2025-11-14,2025-11-14,COSTCO WHSE #1180 WASHINGTON DC 2305,Groceries,debit,-55.2,14786.85,POS,435172,Washington DC
2025-11-15,2025-11-15,DIR DEP DOJ NFC PAY PPD251115,Payroll,credit,4745.56,19532.41,ACH,435915,
2025-11-15,2025-11-15,DIR DEP POTOMAC GEN PAYROLL 251115,Payroll,credit,6288.33,25820.74,ACH,773825,
2025-11-15,2025-11-15,WALGREENS #6621 WASHINGTON DC 2097,Shopping,debit,-44.39,25776.35,POS,230508,Washington DC
2025-11-16,2025-11-16,TRANSFER TO MERIDIAN BRKG Z18 737295,Transfer/Investment,debit,-250.0,25526.35,ACH,792989,
2025-11-21,2025-11-21,ACH PAYROLL CARRASCO-VEGA 251121,Household Payroll,debit,-1939.35,23587.0,ACH,147338,
2025-11-22,2025-11-22,TATTE BAKERY WASHINGTON DC 7786,Dining,debit,-55.06,23531.94,POS,537260,Washington DC
2025-11-24,2025-11-24,AUTOPAY CAP ONE VENTURE 8841 251124,Credit Card Pmt,debit,-2301.62,21230.32,ACH,194156,
2025-11-30,2025-11-30,DIR DEP DOJ NFC PAY PPD251130,Payroll,credit,4745.56,25975.88,ACH,615462,
2025-11-30,2025-11-30,DIR DEP POTOMAC GEN PAYROLL 251130,Payroll,credit,6288.33,32264.21,ACH,206273,
2025-12-01,2025-12-01,ACH MORTGAGE FIRSTMERIDIAN LN0731 251201,Mortgage,debit,-4569.67,27694.54,ACH,183500,
2025-12-03,2025-12-03,PEPCO ENERGY BILLPAY DEC-25,Utilities,debit,-179.07,27515.47,ACH,852096,
2025-12-04,2025-12-04,WASHINGTON GAS BILLPAY DEC-25,Utilities,debit,-159.0,27356.47,ACH,393196,
2025-12-05,2025-12-05,DC WATER BILLPAY DEC-25,Utilities,debit,-101.17,27255.3,ACH,374185,
2025-12-06,2025-12-06,ACH PAYROLL CARRASCO-VEGA 251206,Household Payroll,debit,-1939.35,25315.95,ACH,527543,
2025-12-06,2025-12-06,VERIZON FIOS INTERNET DEC-25,Utilities,debit,-89.99,25225.96,ACH,257280,
2025-12-07,2025-12-07,VERIZON WIRELESS PMT DEC-25,Utilities,debit,-203.17,25022.79,ACH,345520,
2025-12-07,2025-12-07,NETFLIX.COM,Streaming,debit,-24.99,24997.8,POS,575597,
2025-12-07,2025-12-07,JENIS ICE CREAM WASHINGTON DC 4988,Dining,debit,-81.19,24916.61,POS,849790,Washington DC
2025-12-08,2025-12-08,SPOTIFY USA FAMILY,Streaming,debit,-19.99,24896.62,POS,174870,
2025-12-08,2025-12-08,COSTCO WHSE #1180 WASHINGTON DC 4557,Groceries,debit,-98.73,24797.89,POS,626974,Washington DC
2025-12-09,2025-12-09,NYTIMES DIGITAL SUBSCR,News/Media,debit,-25.0,24772.89,POS,215638,
2025-12-10,2025-12-10,ACH TUITION CATHEDRAL HTS 251210,Education,debit,-12000.0,12772.89,ACH,615112,
2025-12-10,2025-12-10,APPLE.COM/BILL ICLOUD,Software,debit,-9.99,12762.9,POS,494325,
2025-12-10,2025-12-10,ZELLE PMT TO M OKAFOR 863280,Transfer,debit,-152.3,12610.6,ACH,505611,
2025-12-11,2025-12-11,PELOTON MEMBERSHIP,Health/Fitness,debit,-44.0,12566.6,POS,548403,
2025-12-12,2025-12-12,DISNEY PLUS,Streaming,debit,-15.99,12550.61,POS,920920,
2025-12-15,2025-12-15,DIR DEP DOJ NFC PAY PPD251215,Payroll,credit,5173.03,17723.64,ACH,281978,
2025-12-15,2025-12-15,DIR DEP POTOMAC GEN PAYROLL 251215,Payroll,credit,6217.05,23940.69,ACH,809267,
2025-12-15,2025-12-15,ATM WITHDRAWAL 14TH ST NW 4778,Cash,debit,-300.0,23640.69,ATM,109962,Washington DC
2025-12-17,2025-12-17,TATTE BAKERY WASHINGTON DC 3441,Dining,debit,-108.59,23532.1,POS,376256,Washington DC
2025-12-19,2025-12-19,LYFT RIDE WASHINGTON DC 9756,Transportation,debit,-68.0,23464.1,POS,608496,Washington DC
2025-12-21,2025-12-21,ACH PAYROLL CARRASCO-VEGA 251221,Household Payroll,debit,-1939.35,21524.75,ACH,239017,
2025-12-24,2025-12-24,AUTOPAY CAP ONE VENTURE 8841 251224,Credit Card Pmt,debit,-2950.61,18574.14,ACH,883058,
2025-12-25,2025-12-25,GIANT FOOD #0345 WASHINGTON DC 5144,Groceries,debit,-251.62,18322.52,POS,037808,Washington DC
2025-12-27,2025-12-27,COMPASS COFFEE WASHINGTON DC 4656,Dining,debit,-16.88,18305.64,POS,733493,Washington DC
2025-12-31,2025-12-31,DIR DEP DOJ NFC PAY PPD251231,Payroll,credit,5238.85,23544.49,ACH,848071,
2025-12-31,2025-12-31,DIR DEP POTOMAC GEN PAYROLL 251231,Payroll,credit,6207.05,29751.54,ACH,919449,
2025-12-31,2025-12-31,TRANSFER TO SAVINGS XXXXXX6620 339240,Transfer,debit,-11251.54,18500.0,ACH,660010,
