posting_date,transaction_date,description,merchant_category,type,amount,running_balance,check_number,reference_id,channel
2025-07-05,2025-07-05,CHECK — RENT 1885 Tully Rd — VO KIM OANH,Rent,DEBIT,-2000.00,165904.06,4138,96489090247,CHECK
2025-07-05,2025-07-05,CHECK — RENT 2402 Story Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,163904.06,4139,46461779600,CHECK
2025-07-05,2025-07-05,CHECK — RENT 2402 Story Rd — VO KIM OANH,Rent,DEBIT,-2000.00,161904.06,4140,30765101452,CHECK
2025-07-05,2025-07-05,CHECK — RENT 1190 McLaughlin Ave — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,159904.06,4141,60616343304,CHECK
2025-07-05,2025-07-05,CHECK — RENT 1190 McLaughlin Ave — VO KIM OANH,Rent,DEBIT,-2000.00,157904.06,4142,11267299153,CHECK
2025-07-07,2025-07-07,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 489188,Card settlement,CREDIT,15156.91,173060.97,,71707247573,DEPOSIT
2025-07-09,2025-07-09,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,160352.64,,27014311109,ACH
2025-07-11,2025-07-11,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 486952,Card settlement,CREDIT,13307.72,173660.36,,99003227505,DEPOSIT
2025-07-12,2025-07-12,ACH PMT — PACIFIC CREST COMMUNITY BANK LOAN XXXXXX7744,Loan payment,DEBIT,-782.65,172877.71,,26707028628,ACH
2025-07-14,2025-07-14,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 434033,Card settlement,CREDIT,15359.36,188237.07,,31469914993,DEPOSIT
2025-07-15,2025-07-15,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,165487.07,,36979832047,ACH
2025-07-17,2025-07-17,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 469707,Card settlement,CREDIT,10878.43,176365.50,,52352046346,DEPOSIT
2025-07-18,2025-07-18,ACH — EFTPS / EDD PAYROLL TAX DEPOSIT,Taxes,DEBIT,-22500.00,153865.50,,33885803227,ACH
2025-07-20,2025-07-20,ACH/CARD — PG&E UTILITIES,Utilities,DEBIT,-1033.00,152832.50,,40720101667,ACH
2025-07-20,2025-07-20,ACH/CARD — SAN JOSE WATER,Utilities,DEBIT,-420.00,152412.50,,47191161681,ACH
2025-07-20,2025-07-20,ACH/CARD — STATE FARM COMMERCIAL INS,Insurance,DEBIT,-575.00,151837.50,,56828984334,ACH
2025-07-20,2025-07-20,ACH/CARD — META ADS / GOOGLE ADS,Advertising,DEBIT,-780.00,151057.50,,82164230148,ACH
2025-07-20,2025-07-20,ACH/CARD — COMCAST BUSINESS INTERNET,Utilities,DEBIT,-289.00,150768.50,,17515740748,ACH
2025-07-20,2025-07-20,ACH/CARD — MERCHANT CARD FEES — CLOVER,Bank fees,DEBIT,-404.00,150364.50,,85088135444,ACH
2025-07-20,2025-07-20,ACH/CARD — CITYWIDE JANITORIAL SVC,Services,DEBIT,-154.00,150210.50,,99174462052,ACH
2025-07-20,2025-07-20,ACH/CARD — ABC EQUIPMENT REPAIR,Repairs,DEBIT,-300.00,149910.50,,31245356324,ACH
2025-07-21,2025-07-21,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 478018,Card settlement,CREDIT,18569.59,168480.09,,82057600527,DEPOSIT
2025-07-23,2025-07-23,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,155771.76,,66065072933,ACH
2025-07-24,2025-07-24,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 472243,Card settlement,CREDIT,14076.65,169848.41,,63793726771,DEPOSIT
2025-07-28,2025-07-28,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 406847,Card settlement,CREDIT,13649.52,183497.93,,78982072371,DEPOSIT
2025-07-31,2025-07-31,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,160747.93,,94147502882,ACH
2025-08-03,2025-08-03,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 470026,Card settlement,CREDIT,16489.17,177237.10,,64704548462,DEPOSIT
2025-08-05,2025-08-05,CHECK — RENT 1885 Tully Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,175237.10,4143,67165506861,CHECK
2025-08-05,2025-08-05,CHECK — RENT 1885 Tully Rd — VO KIM OANH,Rent,DEBIT,-2000.00,173237.10,4144,52959057076,CHECK
2025-08-05,2025-08-05,CHECK — RENT 2402 Story Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,171237.10,4145,40530578929,CHECK
2025-08-05,2025-08-05,CHECK — RENT 2402 Story Rd — VO KIM OANH,Rent,DEBIT,-2000.00,169237.10,4146,38324746933,CHECK
2025-08-05,2025-08-05,CHECK — RENT 1190 McLaughlin Ave — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,167237.10,4147,53779441030,CHECK
2025-08-05,2025-08-05,CHECK — RENT 1190 McLaughlin Ave — VO KIM OANH,Rent,DEBIT,-2000.00,165237.10,4148,87632367936,CHECK
2025-08-07,2025-08-07,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 497315,Card settlement,CREDIT,15888.51,181125.61,,46775487865,DEPOSIT
2025-08-09,2025-08-09,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,168417.28,,69744907786,ACH
2025-08-11,2025-08-11,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 404799,Card settlement,CREDIT,13235.37,181652.65,,59119795735,DEPOSIT
2025-08-12,2025-08-12,ACH PMT — PACIFIC CREST COMMUNITY BANK LOAN XXXXXX7744,Loan payment,DEBIT,-782.65,180870.00,,77467652458,ACH
2025-08-14,2025-08-14,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 422635,Card settlement,CREDIT,16536.64,197406.64,,86480881085,DEPOSIT
2025-08-15,2025-08-15,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,174656.64,,71898531484,ACH
2025-08-17,2025-08-17,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 417043,Card settlement,CREDIT,19653.63,194310.27,,50394413303,DEPOSIT
2025-08-18,2025-08-18,ACH — EFTPS / EDD PAYROLL TAX DEPOSIT,Taxes,DEBIT,-22500.00,171810.27,,70119993422,ACH
2025-08-20,2025-08-20,ACH/CARD — PG&E UTILITIES,Utilities,DEBIT,-1033.00,170777.27,,36879403759,ACH
2025-08-20,2025-08-20,ACH/CARD — SAN JOSE WATER,Utilities,DEBIT,-420.00,170357.27,,15144371488,ACH
2025-08-20,2025-08-20,ACH/CARD — STATE FARM COMMERCIAL INS,Insurance,DEBIT,-575.00,169782.27,,65865297349,ACH
2025-08-20,2025-08-20,ACH/CARD — META ADS / GOOGLE ADS,Advertising,DEBIT,-780.00,169002.27,,43674617675,ACH
2025-08-20,2025-08-20,ACH/CARD — COMCAST BUSINESS INTERNET,Utilities,DEBIT,-289.00,168713.27,,91914939202,ACH
2025-08-20,2025-08-20,ACH/CARD — MERCHANT CARD FEES — CLOVER,Bank fees,DEBIT,-404.00,168309.27,,99718880043,ACH
2025-08-20,2025-08-20,ACH/CARD — CITYWIDE JANITORIAL SVC,Services,DEBIT,-154.00,168155.27,,53634777761,ACH
2025-08-20,2025-08-20,ACH/CARD — ABC EQUIPMENT REPAIR,Repairs,DEBIT,-300.00,167855.27,,21957904714,ACH
2025-08-21,2025-08-21,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 468199,Card settlement,CREDIT,19822.61,187677.88,,63973986771,DEPOSIT
2025-08-23,2025-08-23,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,174969.55,,34692994004,ACH
2025-08-24,2025-08-24,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 425315,Card settlement,CREDIT,12083.40,187052.95,,49707639958,DEPOSIT
2025-08-28,2025-08-28,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 430754,Card settlement,CREDIT,12628.62,199681.57,,66826847494,DEPOSIT
2025-08-31,2025-08-31,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,176931.57,,70865657844,ACH
2025-09-03,2025-09-03,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 493042,Card settlement,CREDIT,12755.47,189687.04,,27905882849,DEPOSIT
2025-09-05,2025-09-05,CHECK — RENT 1885 Tully Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,187687.04,4149,98634883248,CHECK
2025-09-05,2025-09-05,CHECK — RENT 1885 Tully Rd — VO KIM OANH,Rent,DEBIT,-2000.00,185687.04,4150,25892297388,CHECK
2025-09-05,2025-09-05,CHECK — RENT 2402 Story Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,183687.04,4151,88898644893,CHECK
2025-09-05,2025-09-05,CHECK — RENT 2402 Story Rd — VO KIM OANH,Rent,DEBIT,-2000.00,181687.04,4152,34635769262,CHECK
2025-09-05,2025-09-05,CHECK — RENT 1190 McLaughlin Ave — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,179687.04,4153,38341069600,CHECK
2025-09-05,2025-09-05,CHECK — RENT 1190 McLaughlin Ave — VO KIM OANH,Rent,DEBIT,-2000.00,177687.04,4154,63415791513,CHECK
2025-09-07,2025-09-07,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 401216,Card settlement,CREDIT,14905.73,192592.77,,54433432502,DEPOSIT
2025-09-09,2025-09-09,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,179884.44,,81957360233,ACH
2025-09-11,2025-09-11,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 481003,Card settlement,CREDIT,12514.35,192398.79,,60826663860,DEPOSIT
2025-09-12,2025-09-12,ACH PMT — PACIFIC CREST COMMUNITY BANK LOAN XXXXXX7744,Loan payment,DEBIT,-782.65,191616.14,,15338890210,ACH
2025-09-14,2025-09-14,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 422459,Card settlement,CREDIT,16436.51,208052.65,,31566361582,DEPOSIT
2025-09-15,2025-09-15,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,185302.65,,18140025731,ACH
2025-09-15,2025-09-15,EFTPS — FEDERAL CORP ESTIMATED TAX 1120,Taxes,DEBIT,-4500.00,180802.65,,42213632054,ACH
2025-09-16,2025-09-16,ACH — BAYSHORE TAX & ACCT  ACCOUNTING & PAYROLL,Professional,DEBIT,-1150.00,179652.65,,23449857064,ACH
2025-09-17,2025-09-17,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 429921,Card settlement,CREDIT,18142.25,197794.90,,66375291334,DEPOSIT
2025-09-18,2025-09-18,ACH — EFTPS / EDD PAYROLL TAX DEPOSIT,Taxes,DEBIT,-22500.00,175294.90,,31964731433,ACH
2025-09-20,2025-09-20,ACH/CARD — PG&E UTILITIES,Utilities,DEBIT,-1033.00,174261.90,,62413543018,ACH
2025-09-20,2025-09-20,ACH/CARD — SAN JOSE WATER,Utilities,DEBIT,-420.00,173841.90,,35419304870,ACH
2025-09-20,2025-09-20,ACH/CARD — STATE FARM COMMERCIAL INS,Insurance,DEBIT,-575.00,173266.90,,82385282166,ACH
2025-09-20,2025-09-20,ACH/CARD — META ADS / GOOGLE ADS,Advertising,DEBIT,-780.00,172486.90,,61032460844,ACH
2025-09-20,2025-09-20,ACH/CARD — COMCAST BUSINESS INTERNET,Utilities,DEBIT,-289.00,172197.90,,65052656020,ACH
2025-09-20,2025-09-20,ACH/CARD — MERCHANT CARD FEES — CLOVER,Bank fees,DEBIT,-404.00,171793.90,,56106428730,ACH
2025-09-20,2025-09-20,ACH/CARD — CITYWIDE JANITORIAL SVC,Services,DEBIT,-154.00,171639.90,,87242767581,ACH
2025-09-20,2025-09-20,ACH/CARD — ABC EQUIPMENT REPAIR,Repairs,DEBIT,-300.00,171339.90,,90716373414,ACH
2025-09-21,2025-09-21,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 447931,Card settlement,CREDIT,17115.17,188455.07,,77760207194,DEPOSIT
2025-09-23,2025-09-23,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,175746.74,,33424381916,ACH
2025-09-24,2025-09-24,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 464674,Card settlement,CREDIT,16985.58,192732.32,,78145297506,DEPOSIT
2025-09-28,2025-09-28,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 481807,Card settlement,CREDIT,12329.98,205062.30,,97383078660,DEPOSIT
2025-09-30,2025-09-30,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,182312.30,,50197398285,ACH
2025-09-30,2025-09-30,WIRE — SHAREHOLDER LOAN PRINCIPAL  TRAN QUOC DUNG,Shareholder loan,DEBIT,-10000.00,172312.30,,48565597383,WIRE
2025-09-30,2025-09-30,WIRE — SHAREHOLDER LOAN PRINCIPAL  VO KIM OANH,Shareholder loan,DEBIT,-10000.00,162312.30,,86740782914,WIRE
2025-10-03,2025-10-03,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 421767,Card settlement,CREDIT,14859.81,177172.11,,74202939569,DEPOSIT
2025-10-05,2025-10-05,CHECK — RENT 1885 Tully Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,175172.11,4155,26011798796,CHECK
2025-10-05,2025-10-05,CHECK — RENT 1885 Tully Rd — VO KIM OANH,Rent,DEBIT,-2000.00,173172.11,4156,57811101977,CHECK
2025-10-05,2025-10-05,CHECK — RENT 2402 Story Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,171172.11,4157,29284149383,CHECK
2025-10-05,2025-10-05,CHECK — RENT 2402 Story Rd — VO KIM OANH,Rent,DEBIT,-2000.00,169172.11,4158,84812577127,CHECK
2025-10-05,2025-10-05,CHECK — RENT 1190 McLaughlin Ave — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,167172.11,4159,29587350870,CHECK
2025-10-05,2025-10-05,CHECK — RENT 1190 McLaughlin Ave — VO KIM OANH,Rent,DEBIT,-2000.00,165172.11,4160,87106649745,CHECK
2025-10-07,2025-10-07,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 478817,Card settlement,CREDIT,12795.01,177967.12,,73286710244,DEPOSIT
2025-10-09,2025-10-09,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,165258.79,,40699633059,ACH
2025-10-11,2025-10-11,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 437866,Card settlement,CREDIT,19640.74,184899.53,,24316888779,DEPOSIT
2025-10-12,2025-10-12,ACH PMT — PACIFIC CREST COMMUNITY BANK LOAN XXXXXX7744,Loan payment,DEBIT,-782.65,184116.88,,19482244982,ACH
2025-10-14,2025-10-14,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 435830,Card settlement,CREDIT,16562.76,200679.64,,72893538446,DEPOSIT
2025-10-15,2025-10-15,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,177929.64,,82569432609,ACH
2025-10-17,2025-10-17,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 426014,Card settlement,CREDIT,11772.28,189701.92,,34229729254,DEPOSIT
2025-10-18,2025-10-18,ACH — EFTPS / EDD PAYROLL TAX DEPOSIT,Taxes,DEBIT,-22500.00,167201.92,,69732234196,ACH
2025-10-20,2025-10-20,ACH/CARD — PG&E UTILITIES,Utilities,DEBIT,-1033.00,166168.92,,21824348022,ACH
2025-10-20,2025-10-20,ACH/CARD — SAN JOSE WATER,Utilities,DEBIT,-420.00,165748.92,,63903240839,ACH
2025-10-20,2025-10-20,ACH/CARD — STATE FARM COMMERCIAL INS,Insurance,DEBIT,-575.00,165173.92,,59062458620,ACH
2025-10-20,2025-10-20,ACH/CARD — META ADS / GOOGLE ADS,Advertising,DEBIT,-780.00,164393.92,,17233929052,ACH
2025-10-20,2025-10-20,ACH/CARD — COMCAST BUSINESS INTERNET,Utilities,DEBIT,-289.00,164104.92,,89753129469,ACH
2025-10-20,2025-10-20,ACH/CARD — MERCHANT CARD FEES — CLOVER,Bank fees,DEBIT,-404.00,163700.92,,84608320505,ACH
2025-10-20,2025-10-20,ACH/CARD — CITYWIDE JANITORIAL SVC,Services,DEBIT,-154.00,163546.92,,64250100386,ACH
2025-10-20,2025-10-20,ACH/CARD — ABC EQUIPMENT REPAIR,Repairs,DEBIT,-300.00,163246.92,,59751236205,ACH
2025-10-21,2025-10-21,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 460537,Card settlement,CREDIT,17604.47,180851.39,,82149557155,DEPOSIT
2025-10-23,2025-10-23,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,168143.06,,91650387307,ACH
2025-10-24,2025-10-24,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 481050,Card settlement,CREDIT,13658.88,181801.94,,31788160023,DEPOSIT
2025-10-28,2025-10-28,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 476552,Card settlement,CREDIT,12836.16,194638.10,,31158386634,DEPOSIT
2025-10-31,2025-10-31,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,171888.10,,99412457332,ACH
2025-11-03,2025-11-03,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 436022,Card settlement,CREDIT,19311.25,191199.35,,77741471856,DEPOSIT
2025-11-05,2025-11-05,CHECK — RENT 1885 Tully Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,189199.35,4161,63288308641,CHECK
2025-11-05,2025-11-05,CHECK — RENT 1885 Tully Rd — VO KIM OANH,Rent,DEBIT,-2000.00,187199.35,4162,87907645199,CHECK
2025-11-05,2025-11-05,CHECK — RENT 2402 Story Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,185199.35,4163,86842762889,CHECK
2025-11-05,2025-11-05,CHECK — RENT 2402 Story Rd — VO KIM OANH,Rent,DEBIT,-2000.00,183199.35,4164,83211121342,CHECK
2025-11-05,2025-11-05,CHECK — RENT 1190 McLaughlin Ave — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,181199.35,4165,65085329499,CHECK
2025-11-05,2025-11-05,CHECK — RENT 1190 McLaughlin Ave — VO KIM OANH,Rent,DEBIT,-2000.00,179199.35,4166,75196573206,CHECK
2025-11-07,2025-11-07,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 460613,Card settlement,CREDIT,11224.16,190423.51,,13463092812,DEPOSIT
2025-11-09,2025-11-09,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,177715.18,,56182749281,ACH
2025-11-11,2025-11-11,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 461806,Card settlement,CREDIT,14460.20,192175.38,,40854903971,DEPOSIT
2025-11-12,2025-11-12,ACH PMT — PACIFIC CREST COMMUNITY BANK LOAN XXXXXX7744,Loan payment,DEBIT,-782.65,191392.73,,27193310085,ACH
2025-11-14,2025-11-14,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 403417,Card settlement,CREDIT,17056.38,208449.11,,43535091521,DEPOSIT
2025-11-15,2025-11-15,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,185699.11,,58704100065,ACH
2025-11-17,2025-11-17,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 496279,Card settlement,CREDIT,18677.71,204376.82,,70090735125,DEPOSIT
2025-11-18,2025-11-18,ACH — EFTPS / EDD PAYROLL TAX DEPOSIT,Taxes,DEBIT,-22500.00,181876.82,,69018689634,ACH
2025-11-20,2025-11-20,ACH/CARD — PG&E UTILITIES,Utilities,DEBIT,-1033.00,180843.82,,65227733466,ACH
2025-11-20,2025-11-20,ACH/CARD — SAN JOSE WATER,Utilities,DEBIT,-420.00,180423.82,,54192132381,ACH
2025-11-20,2025-11-20,ACH/CARD — STATE FARM COMMERCIAL INS,Insurance,DEBIT,-575.00,179848.82,,45867789926,ACH
2025-11-20,2025-11-20,ACH/CARD — META ADS / GOOGLE ADS,Advertising,DEBIT,-780.00,179068.82,,38744139499,ACH
2025-11-20,2025-11-20,ACH/CARD — COMCAST BUSINESS INTERNET,Utilities,DEBIT,-289.00,178779.82,,60472031117,ACH
2025-11-20,2025-11-20,ACH/CARD — MERCHANT CARD FEES — CLOVER,Bank fees,DEBIT,-404.00,178375.82,,65961970177,ACH
2025-11-20,2025-11-20,ACH/CARD — CITYWIDE JANITORIAL SVC,Services,DEBIT,-154.00,178221.82,,48489742242,ACH
2025-11-20,2025-11-20,ACH/CARD — ABC EQUIPMENT REPAIR,Repairs,DEBIT,-300.00,177921.82,,25933151876,ACH
2025-11-21,2025-11-21,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 457113,Card settlement,CREDIT,19029.61,196951.43,,47578659463,DEPOSIT
2025-11-23,2025-11-23,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,184243.10,,15876221606,ACH
2025-11-24,2025-11-24,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 454502,Card settlement,CREDIT,12140.43,196383.53,,71130234407,DEPOSIT
2025-11-28,2025-11-28,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 449156,Card settlement,CREDIT,14206.64,210590.17,,44011849297,DEPOSIT
2025-11-30,2025-11-30,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,187840.17,,90309313161,ACH
2025-12-03,2025-12-03,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 430351,Card settlement,CREDIT,15162.12,203002.29,,65835301716,DEPOSIT
2025-12-05,2025-12-05,CHECK — RENT 1885 Tully Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,201002.29,4167,14068640970,CHECK
2025-12-05,2025-12-05,CHECK — RENT 1885 Tully Rd — VO KIM OANH,Rent,DEBIT,-2000.00,199002.29,4168,74268594239,CHECK
2025-12-05,2025-12-05,CHECK — RENT 2402 Story Rd — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,197002.29,4169,63566652966,CHECK
2025-12-05,2025-12-05,CHECK — RENT 2402 Story Rd — VO KIM OANH,Rent,DEBIT,-2000.00,195002.29,4170,28344669281,CHECK
2025-12-05,2025-12-05,CHECK — RENT 1190 McLaughlin Ave — TRAN QUOC DUNG,Rent,DEBIT,-2000.00,193002.29,4171,26553022154,CHECK
2025-12-05,2025-12-05,CHECK — RENT 1190 McLaughlin Ave — VO KIM OANH,Rent,DEBIT,-2000.00,191002.29,4172,96262280965,CHECK
2025-12-07,2025-12-07,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 454911,Card settlement,CREDIT,18192.69,209194.98,,70106546890,DEPOSIT
2025-12-09,2025-12-09,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.33,196486.65,,85649352321,ACH
2025-12-11,2025-12-11,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 463553,Card settlement,CREDIT,15167.76,211654.41,,36704495748,DEPOSIT
2025-12-12,2025-12-12,ACH PMT — PACIFIC CREST COMMUNITY BANK LOAN XXXXXX7744,Loan payment,DEBIT,-782.65,210871.76,,86999978293,ACH
2025-12-12,2025-12-12,EFTPS — FEDERAL CORP ESTIMATED TAX 1120,Taxes,DEBIT,-4500.00,206371.76,,34861000802,ACH
2025-12-12,2025-12-12,FTB — CA CORP ESTIMATED TAX,Taxes,DEBIT,-3000.00,203371.76,,47689812894,ACH
2025-12-14,2025-12-14,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 481754,Card settlement,CREDIT,19454.94,222826.70,,83540686323,DEPOSIT
2025-12-15,2025-12-15,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,200076.70,,25434856764,ACH
2025-12-16,2025-12-16,ACH — BAYSHORE TAX & ACCT  ACCOUNTING & PAYROLL,Professional,DEBIT,-1150.00,198926.70,,68186841193,ACH
2025-12-17,2025-12-17,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 467973,Card settlement,CREDIT,19928.89,218855.59,,18579341964,DEPOSIT
2025-12-18,2025-12-18,ACH — EFTPS / EDD PAYROLL TAX DEPOSIT,Taxes,DEBIT,-22500.00,196355.59,,98900347678,ACH
2025-12-19,2025-12-19,WIRE — SHAREHOLDER DISTRIBUTION  MAI-LINH TRAN,Distribution,DEBIT,-18000.00,178355.59,,11480844596,WIRE
2025-12-19,2025-12-19,WIRE — SHAREHOLDER DISTRIBUTION  TRAN QUOC DUNG,Distribution,DEBIT,-13500.00,164855.59,,19762102435,WIRE
2025-12-19,2025-12-19,WIRE — SHAREHOLDER DISTRIBUTION  VO KIM OANH,Distribution,DEBIT,-13500.00,151355.59,,62402795346,WIRE
2025-12-20,2025-12-20,ACH/CARD — PG&E UTILITIES,Utilities,DEBIT,-1033.00,150322.59,,44848441444,ACH
2025-12-20,2025-12-20,ACH/CARD — SAN JOSE WATER,Utilities,DEBIT,-420.00,149902.59,,59737840978,ACH
2025-12-20,2025-12-20,ACH/CARD — STATE FARM COMMERCIAL INS,Insurance,DEBIT,-575.00,149327.59,,55297715288,ACH
2025-12-20,2025-12-20,ACH/CARD — META ADS / GOOGLE ADS,Advertising,DEBIT,-780.00,148547.59,,29989357818,ACH
2025-12-20,2025-12-20,ACH/CARD — COMCAST BUSINESS INTERNET,Utilities,DEBIT,-289.00,148258.59,,17505850570,ACH
2025-12-20,2025-12-20,ACH/CARD — MERCHANT CARD FEES — CLOVER,Bank fees,DEBIT,-404.00,147854.59,,78297914657,ACH
2025-12-20,2025-12-20,ACH/CARD — CITYWIDE JANITORIAL SVC,Services,DEBIT,-154.00,147700.59,,96448715211,ACH
2025-12-20,2025-12-20,ACH/CARD — ABC EQUIPMENT REPAIR,Repairs,DEBIT,-300.00,147400.59,,17100147712,ACH
2025-12-20,2025-12-20,CHECK — SHAREHOLDER LOAN INTEREST  TRAN QUOC DUNG,Interest,DEBIT,-5000.00,142400.59,4173,14167255425,CHECK
2025-12-20,2025-12-20,CHECK — SHAREHOLDER LOAN INTEREST  VO KIM OANH,Interest,DEBIT,-5000.00,137400.59,4174,23566176626,CHECK
2025-12-21,2025-12-21,MERCHANT BANKCARD DEP — CLOVER TULLY BATCH 464341,Card settlement,CREDIT,19906.26,157306.85,,41616422746,DEPOSIT
2025-12-23,2025-12-23,ACH — SUNRISE BEAUTY SUPPLY  DISTRIBUTOR INV,Supplies,DEBIT,-12708.41,144598.44,,14942703129,ACH
2025-12-24,2025-12-24,MERCHANT BANKCARD DEP — CLOVER STORY BATCH 493962,Card settlement,CREDIT,19321.98,163920.42,,84516304434,DEPOSIT
2025-12-28,2025-12-28,MERCHANT BANKCARD DEP — CLOVER MCLAUGHLIN BATCH 428143,Card settlement,CREDIT,12330.19,176250.61,,10943555244,DEPOSIT
2025-12-31,2025-12-31,ACH — PAYROLL  JADE LOTUS  NET WAGES,Payroll,DEBIT,-22750.00,153500.61,,22682224213,ACH
