posting_date,transaction_date,description,merchant_category,type,amount,running_balance,check_number,reference_id,channel,location
2025-06-03,2025-06-03,ZELLE FROM J RIVERA,Transfer,CREDIT,1100.00,5596.24,,AC100186,ACH,Miami FL
2025-06-04,2025-06-03,CVS/PHARMACY 06441 #5681 BRICKELL FL,Health,DEBIT,-75.98,5520.26,,PO100187,POS,DORAL FL
2025-06-05,2025-06-04,NETFLIX.COM,Subscriptions,DEBIT,-15.99,5504.27,,PO100188,POS,Miami FL
2025-06-05,2025-06-04,CVS/PHARMACY 06441 #8478 BRICKELL FL,Health,DEBIT,-225.77,5278.50,,PO100189,POS,CORAL GABLES FL
2025-06-06,2025-06-05,Spotify USA,Subscriptions,DEBIT,-11.99,5266.51,,PO100190,POS,Miami FL
2025-06-06,2025-06-05,CVS/PHARMACY 06441 #4505 MIAMI FL,Health,DEBIT,-101.25,5165.26,,PO100191,POS,CORAL GABLES FL
2025-06-07,2025-06-06,OpenAI ChatGPT Plus,Subscriptions,DEBIT,-20.00,5145.26,,PO100192,POS,Miami FL
2025-06-07,2025-06-06,COACHELLA  RESALE TIX,Entertainment,DEBIT,-560.00,4585.26,,PO100193,POS,Miami FL
2025-06-08,2025-06-08,FPL ELECTRIC  AUTOPAY,Utilities,DEBIT,-128.44,4456.82,,AC100194,ACH,Miami FL
2025-06-08,2025-06-07,Apple iCloud+,Subscriptions,DEBIT,-2.99,4453.83,,PO100195,POS,Miami FL
2025-06-09,2025-06-09,XFINITY  INTERNET AUTOPAY,Utilities,DEBIT,-79.99,4373.84,,AC100196,ACH,Miami FL
2025-06-09,2025-06-08,NYTimes Digital,Subscriptions,DEBIT,-4.25,4369.59,,PO100197,POS,Miami FL
2025-06-10,2025-06-10,MIAMI-DADE WATER & SEWER,Utilities,DEBIT,-41.20,4328.39,,AC100198,ACH,Miami FL
2025-06-10,2025-06-09,IRON PARADISE GYM,Health & Fitness,DEBIT,-49.00,4279.39,,PO100199,POS,Miami FL
2025-06-10,2025-06-09,CVS/PHARMACY 06441 #9540 CORAL GABLES FL,Health,DEBIT,-207.69,4071.70,,PO100200,POS,MIAMI BEACH FL
2025-06-10,2025-06-09,CVS/PHARMACY 06441 #8140 CORAL GABLES FL,Health,DEBIT,-125.76,3945.94,,PO100201,POS,MIAMI FL
2025-06-12,2025-06-12,T-MOBILE  AUTOPAY,Utilities,DEBIT,-85.00,3860.94,,AC100202,ACH,Miami FL
2025-06-12,2025-06-11,WHOLE FOODS MKT BRICKELL #4467 CORAL GABLES FL,Groceries,DEBIT,-72.62,3788.32,,PO100203,POS,DORAL FL
2025-06-13,2025-06-12,WALGREENS 4471 #5892 CORAL GABLES FL,Health,DEBIT,-13.37,3774.95,,PO100204,POS,CORAL GABLES FL
2025-06-14,2025-06-13,DOORDASH*WENDYS #5558 CORAL GABLES FL,Restaurants,DEBIT,-189.37,3585.58,,PO100205,POS,DORAL FL
2025-06-15,2025-06-15,PAYLANTIC PAYROLL  MARLIN BAY MEDIA  DIRECT DEP,Income,CREDIT,2252.23,5837.81,,AC100206,ACH,Miami FL
2025-06-15,2025-06-14,PUBLIX SUPER MARKET #0312 #3223 CORAL GABLES FL,Groceries,DEBIT,-31.56,5806.25,,PO100207,POS,BRICKELL FL
2025-06-16,2025-06-15,DOORDASH*WENDYS #9270 CORAL GABLES FL,Restaurants,DEBIT,-233.36,5572.89,,PO100208,POS,WYNWOOD FL
2025-06-16,2025-06-15,TRADER JOE'S #748 #7812 MIAMI FL,Groceries,DEBIT,-89.10,5483.79,,PO100209,POS,BRICKELL FL
2025-06-17,2025-06-17,CRESTLINE EDU LOAN  AUTOPAY  ****3092,Loan Payment,DEBIT,-212.00,5271.79,,AC100210,ACH,Miami FL
2025-06-18,2025-06-18,COINHAVEN MARKETS INC  ACH WITHDRAWAL,Transfer,CREDIT,3250.00,8521.79,,AC100211,ACH,Miami FL
2025-06-19,2025-06-18,DOORDASH*WENDYS #2320 BRICKELL FL,Restaurants,DEBIT,-86.49,8435.30,,PO100212,POS,BRICKELL FL
2025-06-20,2025-06-20,LUMEN BANK CARD  AUTOPAY  ****6058,Credit Card Payment,DEBIT,-250.00,8185.30,,AC100213,ACH,Miami FL
2025-06-21,2025-06-20,APPLE.COM/BILL #9751 MIAMI FL,Shopping,DEBIT,-226.25,7959.05,,PO100214,POS,CORAL GABLES FL
2025-06-23,2025-06-22,BRICKELL COFFEE CO #7624 MIAMI BEACH FL,Restaurants,DEBIT,-90.32,7868.73,,PO100215,POS,BRICKELL FL
2025-06-25,2025-06-24,APPLE.COM/BILL #8777 CORAL GABLES FL,Shopping,DEBIT,-221.05,7647.68,,PO100216,POS,DORAL FL
2025-06-25,2025-06-24,CHIPOTLE 2841 #9837 MIAMI FL,Restaurants,DEBIT,-121.58,7526.10,,PO100217,POS,DORAL FL
2025-06-26,2025-06-25,TRADER JOE'S #748 #1320 WYNWOOD FL,Groceries,DEBIT,-102.75,7423.35,,PO100218,POS,CORAL GABLES FL
2025-06-26,2025-06-25,CVS/PHARMACY 06441 #1659 MIAMI FL,Health,DEBIT,-163.48,7259.87,,PO100219,POS,BRICKELL FL
2025-06-28,2025-06-28,TRANSFER TO SAVINGS  ****8820,Transfer,DEBIT,-400.00,6859.87,,XF100220,XFER,Miami FL
2025-06-30,2025-06-30,PAYLANTIC PAYROLL  MARLIN BAY MEDIA  DIRECT DEP,Income,CREDIT,2252.23,9112.10,,AC100221,ACH,Miami FL
2025-07-01,2025-07-01,ZELLE TO AKERMAN PROPERTIES  RENT,Rent,DEBIT,-2200.00,6912.10,,AC100222,ACH,Miami FL
2025-07-03,2025-07-03,ZELLE FROM J RIVERA,Transfer,CREDIT,1100.00,8012.10,,AC100223,ACH,Miami FL
2025-07-05,2025-07-04,NETFLIX.COM,Subscriptions,DEBIT,-15.99,7996.11,,PO100224,POS,Miami FL
2025-07-06,2025-07-05,Spotify USA,Subscriptions,DEBIT,-11.99,7984.12,,PO100225,POS,Miami FL
2025-07-07,2025-07-06,OpenAI ChatGPT Plus,Subscriptions,DEBIT,-20.00,7964.12,,PO100226,POS,Miami FL
2025-07-07,2025-07-06,AMAZON MKTPL US*RT #2876 BRICKELL FL,Shopping,DEBIT,-190.69,7773.43,,PO100227,POS,DORAL FL
2025-07-07,2025-07-06,WALGREENS 4471 #8988 BRICKELL FL,Health,DEBIT,-210.27,7563.16,,PO100228,POS,DORAL FL
2025-07-08,2025-07-08,FPL ELECTRIC  AUTOPAY,Utilities,DEBIT,-128.44,7434.72,,AC100229,ACH,Miami FL
2025-07-08,2025-07-07,Apple iCloud+,Subscriptions,DEBIT,-2.99,7431.73,,PO100230,POS,Miami FL
2025-07-09,2025-07-09,XFINITY  INTERNET AUTOPAY,Utilities,DEBIT,-79.99,7351.74,,AC100231,ACH,Miami FL
2025-07-09,2025-07-08,NYTimes Digital,Subscriptions,DEBIT,-4.25,7347.49,,PO100232,POS,Miami FL
2025-07-09,2025-07-08,AMAZON MKTPL US*RT #2419 DORAL FL,Shopping,DEBIT,-87.10,7260.39,,PO100233,POS,CORAL GABLES FL
2025-07-10,2025-07-10,MIAMI-DADE WATER & SEWER,Utilities,DEBIT,-41.20,7219.19,,AC100234,ACH,Miami FL
2025-07-10,2025-07-09,IRON PARADISE GYM,Health & Fitness,DEBIT,-49.00,7170.19,,PO100235,POS,Miami FL
2025-07-11,2025-07-10,STARBUCKS STORE 119 #7149 CORAL GABLES FL,Restaurants,DEBIT,-146.83,7023.36,,PO100236,POS,MIAMI BEACH FL
2025-07-12,2025-07-12,T-MOBILE  AUTOPAY,Utilities,DEBIT,-85.00,6938.36,,AC100237,ACH,Miami FL
2025-07-14,2025-07-13,CHIPOTLE 2841 #4986 DORAL FL,Restaurants,DEBIT,-80.56,6857.80,,PO100238,POS,MIAMI BEACH FL
2025-07-15,2025-07-15,PAYLANTIC PAYROLL  MARLIN BAY MEDIA  DIRECT DEP,Income,CREDIT,2252.23,9110.03,,AC100239,ACH,Miami FL
2025-07-15,2025-07-14,DOORDASH*WENDYS #9031 MIAMI FL,Restaurants,DEBIT,-14.95,9095.08,,PO100240,POS,CORAL GABLES FL
2025-07-16,2025-07-15,MIAMI PARKING AUTH #3506 CORAL GABLES FL,Gas & Transport,DEBIT,-160.09,8934.99,,PO100241,POS,BRICKELL FL
2025-07-17,2025-07-17,CRESTLINE EDU LOAN  AUTOPAY  ****3092,Loan Payment,DEBIT,-212.00,8722.99,,AC100242,ACH,Miami FL
2025-07-18,2025-07-17,MIAMI PARKING AUTH #6632 CORAL GABLES FL,Gas & Transport,DEBIT,-122.27,8600.72,,PO100243,POS,MIAMI BEACH FL
2025-07-19,2025-07-18,AMAZON MKTPL US*RT #8921 CORAL GABLES FL,Shopping,DEBIT,-155.51,8445.21,,PO100244,POS,CORAL GABLES FL
2025-07-19,2025-07-18,CARNIVAL CRUISE  DEPOSIT,Travel,DEBIT,-450.00,7995.21,,PO100245,POS,Miami FL
2025-07-20,2025-07-20,LUMEN BANK CARD  AUTOPAY  ****6058,Credit Card Payment,DEBIT,-250.00,7745.21,,AC100246,ACH,Miami FL
2025-07-20,2025-07-19,WALGREENS 4471 #4571 CORAL GABLES FL,Health,DEBIT,-167.98,7577.23,,PO100247,POS,MIAMI BEACH FL
2025-07-20,2025-07-19,CVS/PHARMACY 06441 #7209 DORAL FL,Health,DEBIT,-186.86,7390.37,,PO100248,POS,MIAMI FL
2025-07-21,2025-07-20,LYFT *RIDE WED #3496 BRICKELL FL,Gas & Transport,DEBIT,-207.54,7182.83,,PO100249,POS,BRICKELL FL
2025-07-21,2025-07-20,TARGET 00027931 #2983 WYNWOOD FL,Shopping,DEBIT,-210.12,6972.71,,PO100250,POS,MIAMI FL
2025-07-21,2025-07-20,AMAZON MKTPL US*RT #5526 WYNWOOD FL,Shopping,DEBIT,-91.30,6881.41,,PO100251,POS,MIAMI FL
2025-07-22,2025-07-21,CVS/PHARMACY 06441 #9041 CORAL GABLES FL,Health,DEBIT,-172.91,6708.50,,PO100252,POS,MIAMI FL
2025-07-23,2025-07-22,MIAMI PARKING AUTH #7071 MIAMI FL,Gas & Transport,DEBIT,-136.13,6572.37,,PO100253,POS,WYNWOOD FL
2025-07-24,2025-07-23,LYFT *RIDE WED #4978 MIAMI FL,Gas & Transport,DEBIT,-29.71,6542.66,,PO100254,POS,MIAMI BEACH FL
2025-07-25,2025-07-24,LYFT *RIDE WED #7658 CORAL GABLES FL,Gas & Transport,DEBIT,-31.95,6510.71,,PO100255,POS,WYNWOOD FL
2025-07-28,2025-07-28,TRANSFER TO SAVINGS  ****8820,Transfer,DEBIT,-400.00,6110.71,,XF100256,XFER,Miami FL
2025-07-31,2025-07-31,PAYLANTIC PAYROLL  MARLIN BAY MEDIA  DIRECT DEP,Income,CREDIT,2252.23,8362.94,,AC100257,ACH,Miami FL
2025-08-01,2025-08-01,ZELLE TO AKERMAN PROPERTIES  RENT,Rent,DEBIT,-2200.00,6162.94,,AC100258,ACH,Miami FL
2025-08-02,2025-08-01,WALGREENS 4471 #5658 CORAL GABLES FL,Health,DEBIT,-35.90,6127.04,,PO100259,POS,CORAL GABLES FL
2025-08-03,2025-08-03,ZELLE FROM J RIVERA,Transfer,CREDIT,1100.00,7227.04,,AC100260,ACH,Miami FL
2025-08-03,2025-08-02,APPLE.COM/BILL #5136 CORAL GABLES FL,Shopping,DEBIT,-91.38,7135.66,,PO100261,POS,MIAMI FL
2025-08-04,2025-08-03,CHIPOTLE 2841 #1878 BRICKELL FL,Restaurants,DEBIT,-105.36,7030.30,,PO100262,POS,BRICKELL FL
2025-08-05,2025-08-04,NETFLIX.COM,Subscriptions,DEBIT,-15.99,7014.31,,PO100263,POS,Miami FL
2025-08-06,2025-08-05,Spotify USA,Subscriptions,DEBIT,-11.99,7002.32,,PO100264,POS,Miami FL
2025-08-07,2025-08-06,OpenAI ChatGPT Plus,Subscriptions,DEBIT,-20.00,6982.32,,PO100265,POS,Miami FL
2025-08-07,2025-08-06,CHIPOTLE 2841 #2229 BRICKELL FL,Restaurants,DEBIT,-48.59,6933.73,,PO100266,POS,MIAMI FL
2025-08-08,2025-08-08,FPL ELECTRIC  AUTOPAY,Utilities,DEBIT,-128.44,6805.29,,AC100267,ACH,Miami FL
2025-08-08,2025-08-07,Apple iCloud+,Subscriptions,DEBIT,-2.99,6802.30,,PO100268,POS,Miami FL
2025-08-08,2025-08-07,CVS/PHARMACY 06441 #6169 MIAMI FL,Health,DEBIT,-40.11,6762.19,,PO100269,POS,MIAMI BEACH FL
2025-08-08,2025-08-07,TARGET 00027931 #5853 BRICKELL FL,Shopping,DEBIT,-240.46,6521.73,,PO100270,POS,DORAL FL
2025-08-08,2025-08-07,STARBUCKS STORE 119 #4457 DORAL FL,Restaurants,DEBIT,-232.79,6288.94,,PO100271,POS,MIAMI BEACH FL
2025-08-09,2025-08-09,XFINITY  INTERNET AUTOPAY,Utilities,DEBIT,-79.99,6208.95,,AC100272,ACH,Miami FL
2025-08-09,2025-08-08,NYTimes Digital,Subscriptions,DEBIT,-4.25,6204.70,,PO100273,POS,Miami FL
2025-08-09,2025-08-08,TARGET 00027931 #2940 WYNWOOD FL,Shopping,DEBIT,-31.85,6172.85,,PO100274,POS,CORAL GABLES FL
2025-08-09,2025-08-08,SEPHORA  GIFTS,Shopping,DEBIT,-288.44,5884.41,,PO100275,POS,Miami FL
2025-08-10,2025-08-10,MIAMI-DADE WATER & SEWER,Utilities,DEBIT,-41.20,5843.21,,AC100276,ACH,Miami FL
2025-08-10,2025-08-09,IRON PARADISE GYM,Health & Fitness,DEBIT,-49.00,5794.21,,PO100277,POS,Miami FL
2025-08-10,2025-08-09,CVS/PHARMACY 06441 #3330 MIAMI FL,Health,DEBIT,-162.90,5631.31,,PO100278,POS,MIAMI FL
2025-08-11,2025-08-10,CVS/PHARMACY 06441 #8438 MIAMI FL,Health,DEBIT,-79.13,5552.18,,PO100279,POS,MIAMI BEACH FL
2025-08-12,2025-08-12,T-MOBILE  AUTOPAY,Utilities,DEBIT,-85.00,5467.18,,AC100280,ACH,Miami FL
2025-08-14,2025-08-13,CVS/PHARMACY 06441 #8381 CORAL GABLES FL,Health,DEBIT,-192.74,5274.44,,PO100281,POS,DORAL FL
2025-08-15,2025-08-15,PAYLANTIC PAYROLL  MARLIN BAY MEDIA  DIRECT DEP,Income,CREDIT,2252.23,7526.67,,AC100282,ACH,Miami FL
2025-08-16,2025-08-15,DOORDASH*WENDYS #5438 DORAL FL,Restaurants,DEBIT,-93.97,7432.70,,PO100283,POS,DORAL FL
2025-08-17,2025-08-17,CRESTLINE EDU LOAN  AUTOPAY  ****3092,Loan Payment,DEBIT,-212.00,7220.70,,AC100284,ACH,Miami FL
2025-08-19,2025-08-18,WHOLE FOODS MKT BRICKELL #5786 MIAMI BEACH FL,Groceries,DEBIT,-239.01,6981.69,,PO100285,POS,BRICKELL FL
2025-08-20,2025-08-20,LUMEN BANK CARD  AUTOPAY  ****6058,Credit Card Payment,DEBIT,-250.00,6731.69,,AC100286,ACH,Miami FL
2025-08-21,2025-08-20,TRADER JOE'S #748 #1986 WYNWOOD FL,Groceries,DEBIT,-83.15,6648.54,,PO100287,POS,MIAMI BEACH FL
2025-08-21,2025-08-20,TRADER JOE'S #748 #8699 DORAL FL,Groceries,DEBIT,-116.97,6531.57,,PO100288,POS,MIAMI FL
2025-08-24,2025-08-23,SHELL OIL 57544 #9751 BRICKELL FL,Gas & Transport,DEBIT,-82.43,6449.14,,PO100289,POS,DORAL FL
2025-08-25,2025-08-24,SHELL OIL 57544 #8933 DORAL FL,Gas & Transport,DEBIT,-56.63,6392.51,,PO100290,POS,MIAMI BEACH FL
2025-08-27,2025-08-26,CVS/PHARMACY 06441 #4241 CORAL GABLES FL,Health,DEBIT,-227.27,6165.24,,PO100291,POS,MIAMI FL
2025-08-28,2025-08-28,TRANSFER TO SAVINGS  ****8820,Transfer,DEBIT,-400.00,5765.24,,XF100292,XFER,Miami FL
2025-08-31,2025-08-31,PAYLANTIC PAYROLL  MARLIN BAY MEDIA  DIRECT DEP,Income,CREDIT,2252.23,8017.47,,AC100293,ACH,Miami FL
2025-09-01,2025-09-01,ZELLE TO AKERMAN PROPERTIES  RENT,Rent,DEBIT,-2200.00,5817.47,,AC100294,ACH,Miami FL
2025-09-02,2025-09-01,DOORDASH*WENDYS #2496 BRICKELL FL,Restaurants,DEBIT,-152.67,5664.80,,PO100295,POS,MIAMI BEACH FL
2025-09-03,2025-09-03,ZELLE FROM J RIVERA,Transfer,CREDIT,1100.00,6764.80,,AC100296,ACH,Miami FL
2025-09-05,2025-09-04,NETFLIX.COM,Subscriptions,DEBIT,-15.99,6748.81,,PO100297,POS,Miami FL
2025-09-05,2025-09-04,STARBUCKS STORE 119 #3522 CORAL GABLES FL,Restaurants,DEBIT,-119.52,6629.29,,PO100298,POS,MIAMI BEACH FL
2025-09-06,2025-09-05,Spotify USA,Subscriptions,DEBIT,-11.99,6617.30,,PO100299,POS,Miami FL
2025-09-06,2025-09-05,CVS/PHARMACY 06441 #7284 BRICKELL FL,Health,DEBIT,-118.43,6498.87,,PO100300,POS,WYNWOOD FL
2025-09-07,2025-09-06,OpenAI ChatGPT Plus,Subscriptions,DEBIT,-20.00,6478.87,,PO100301,POS,Miami FL
2025-09-08,2025-09-08,FPL ELECTRIC  AUTOPAY,Utilities,DEBIT,-128.44,6350.43,,AC100302,ACH,Miami FL
2025-09-08,2025-09-07,Apple iCloud+,Subscriptions,DEBIT,-2.99,6347.44,,PO100303,POS,Miami FL
2025-09-09,2025-09-09,XFINITY  INTERNET AUTOPAY,Utilities,DEBIT,-79.99,6267.45,,AC100304,ACH,Miami FL
2025-09-09,2025-09-08,NYTimes Digital,Subscriptions,DEBIT,-4.25,6263.20,,PO100305,POS,Miami FL
2025-09-10,2025-09-10,MIAMI-DADE WATER & SEWER,Utilities,DEBIT,-41.20,6222.00,,AC100306,ACH,Miami FL
2025-09-10,2025-09-09,IRON PARADISE GYM,Health & Fitness,DEBIT,-49.00,6173.00,,PO100307,POS,Miami FL
2025-09-10,2025-09-09,APPLE.COM/BILL #6296 MIAMI FL,Shopping,DEBIT,-32.52,6140.48,,PO100308,POS,CORAL GABLES FL
2025-09-10,2025-09-09,TARGET 00027931 #7807 CORAL GABLES FL,Shopping,DEBIT,-130.57,6009.91,,PO100309,POS,CORAL GABLES FL
2025-09-11,2025-09-10,TRADER JOE'S #748 #7561 WYNWOOD FL,Groceries,DEBIT,-173.63,5836.28,,PO100310,POS,MIAMI FL
2025-09-12,2025-09-12,T-MOBILE  AUTOPAY,Utilities,DEBIT,-85.00,5751.28,,AC100311,ACH,Miami FL
2025-09-15,2025-09-15,PAYLANTIC PAYROLL  MARLIN BAY MEDIA  DIRECT DEP,Income,CREDIT,2252.23,8003.51,,AC100312,ACH,Miami FL
2025-09-15,2025-09-14,BRICKELL DENTAL  CROWN,Health,DEBIT,-640.00,7363.51,,PO100313,POS,Miami FL
2025-09-17,2025-09-17,CRESTLINE EDU LOAN  AUTOPAY  ****3092,Loan Payment,DEBIT,-212.00,7151.51,,AC100314,ACH,Miami FL
2025-09-17,2025-09-16,TRADER JOE'S #748 #2494 CORAL GABLES FL,Groceries,DEBIT,-159.90,6991.61,,PO100315,POS,DORAL FL
2025-09-19,2025-09-18,PUBLIX SUPER MARKET #0312 #8569 CORAL GABLES FL,Groceries,DEBIT,-165.23,6826.38,,PO100316,POS,MIAMI FL
2025-09-19,2025-09-18,WHOLE FOODS MKT BRICKELL #3146 DORAL FL,Groceries,DEBIT,-59.43,6766.95,,PO100317,POS,CORAL GABLES FL
2025-09-19,2025-09-18,TARGET 00027931 #7684 MIAMI FL,Shopping,DEBIT,-140.35,6626.60,,PO100318,POS,BRICKELL FL
2025-09-20,2025-09-20,LUMEN BANK CARD  AUTOPAY  ****6058,Credit Card Payment,DEBIT,-250.00,6376.60,,AC100319,ACH,Miami FL
2025-09-21,2025-09-20,SHELL OIL 57544 #5728 CORAL GABLES FL,Gas & Transport,DEBIT,-196.68,6179.92,,PO100320,POS,MIAMI FL
2025-09-21,2025-09-20,WALGREENS 4471 #1653 CORAL GABLES FL,Health,DEBIT,-114.00,6065.92,,PO100321,POS,MIAMI BEACH FL
2025-09-21,2025-09-20,LYFT *RIDE WED #9167 MIAMI BEACH FL,Gas & Transport,DEBIT,-132.80,5933.12,,PO100322,POS,CORAL GABLES FL
2025-09-22,2025-09-21,SHELL OIL 57544 #8245 DORAL FL,Gas & Transport,DEBIT,-121.63,5811.49,,PO100323,POS,BRICKELL FL
2025-09-22,2025-09-21,WALGREENS 4471 #4920 MIAMI BEACH FL,Health,DEBIT,-40.29,5771.20,,PO100324,POS,BRICKELL FL
2025-09-23,2025-09-22,PUBLIX SUPER MARKET #0312 #5415 WYNWOOD FL,Groceries,DEBIT,-244.90,5526.30,,PO100325,POS,MIAMI FL
2025-09-23,2025-09-22,TRADER JOE'S #748 #2713 BRICKELL FL,Groceries,DEBIT,-89.66,5436.64,,PO100326,POS,DORAL FL
2025-09-24,2025-09-23,APPLE.COM/BILL #7594 DORAL FL,Shopping,DEBIT,-172.46,5264.18,,PO100327,POS,WYNWOOD FL
2025-09-28,2025-09-28,TRANSFER TO SAVINGS  ****8820,Transfer,DEBIT,-400.00,4864.18,,XF100328,XFER,Miami FL
2025-09-30,2025-09-30,PAYLANTIC PAYROLL  MARLIN BAY MEDIA  DIRECT DEP,Income,CREDIT,2252.23,7116.41,,AC100329,ACH,Miami FL
2025-10-01,2025-10-01,ZELLE TO AKERMAN PROPERTIES  RENT,Rent,DEBIT,-2200.00,4916.41,,AC100330,ACH,Miami FL
2025-10-03,2025-10-03,ZELLE FROM J RIVERA,Transfer,CREDIT,1100.00,6016.41,,AC100331,ACH,Miami FL
2025-10-03,2025-10-02,UBER EATS #3068 WYNWOOD FL,Restaurants,DEBIT,-127.41,5889.00,,PO100332,POS,WYNWOOD FL
2025-10-03,2025-10-02,WALGREENS 4471 #2121 BRICKELL FL,Health,DEBIT,-215.27,5673.73,,PO100333,POS,MIAMI BEACH FL
2025-10-05,2025-10-04,NETFLIX.COM,Subscriptions,DEBIT,-15.99,5657.74,,PO100334,POS,Miami FL
2025-10-06,2025-10-05,Spotify USA,Subscriptions,DEBIT,-11.99,5645.75,,PO100335,POS,Miami FL
2025-10-07,2025-10-06,OpenAI ChatGPT Plus,Subscriptions,DEBIT,-20.00,5625.75,,PO100336,POS,Miami FL
2025-10-08,2025-10-08,FPL ELECTRIC  AUTOPAY,Utilities,DEBIT,-128.44,5497.31,,AC100337,ACH,Miami FL
2025-10-08,2025-10-07,Apple iCloud+,Subscriptions,DEBIT,-2.99,5494.32,,PO100338,POS,Miami FL
2025-10-09,2025-10-09,XFINITY  INTERNET AUTOPAY,Utilities,DEBIT,-79.99,5414.33,,AC100339,ACH,Miami FL
2025-10-09,2025-10-08,NYTimes Digital,Subscriptions,DEBIT,-4.25,5410.08,,PO100340,POS,Miami FL
2025-10-09,2025-10-08,LYFT *RIDE WED #7274 BRICKELL FL,Gas & Transport,DEBIT,-240.52,5169.56,,PO100341,POS,CORAL GABLES FL
2025-10-10,2025-10-10,MIAMI-DADE WATER & SEWER,Utilities,DEBIT,-41.20,5128.36,,AC100342,ACH,Miami FL
2025-10-10,2025-10-09,IRON PARADISE GYM,Health & Fitness,DEBIT,-49.00,5079.36,,PO100343,POS,Miami FL
2025-10-10,2025-10-09,UBER EATS #7798 DORAL FL,Restaurants,DEBIT,-213.32,4866.04,,PO100344,POS,WYNWOOD FL
2025-10-11,2025-10-10,AMAZON MKTPL US*RT #5891 WYNWOOD FL,Shopping,DEBIT,-203.19,4662.85,,PO100345,POS,WYNWOOD FL
2025-10-11,2025-10-10,DOORDASH*WENDYS #6873 DORAL FL,Restaurants,DEBIT,-197.50,4465.35,,PO100346,POS,CORAL GABLES FL
2025-10-12,2025-10-12,T-MOBILE  AUTOPAY,Utilities,DEBIT,-85.00,4380.35,,AC100347,ACH,Miami FL
2025-10-14,2025-10-13,CHIPOTLE 2841 #4945 CORAL GABLES FL,Restaurants,DEBIT,-154.01,4226.34,,PO100348,POS,WYNWOOD FL
2025-10-14,2025-10-13,MIAMI HEAT  SEASON TIX,Entertainment,DEBIT,-980.00,3246.34,,PO100349,POS,Miami FL
2025-10-15,2025-10-15,PAYLANTIC PAYROLL  MARLIN BAY MEDIA  DIRECT DEP,Income,CREDIT,2252.23,5498.57,,AC100350,ACH,Miami FL
2025-10-15,2025-10-14,PUBLIX SUPER MARKET #0312 #3529 MIAMI FL,Groceries,DEBIT,-180.33,5318.24,,PO100351,POS,CORAL GABLES FL
2025-10-15,2025-10-14,UBER EATS #3950 BRICKELL FL,Restaurants,DEBIT,-68.90,5249.34,,PO100352,POS,BRICKELL FL
2025-10-16,2025-10-15,WALGREENS 4471 #9824 CORAL GABLES FL,Health,DEBIT,-213.61,5035.73,,PO100353,POS,DORAL FL
2025-10-16,2025-10-15,DOORDASH*WENDYS #2633 WYNWOOD FL,Restaurants,DEBIT,-214.64,4821.09,,PO100354,POS,CORAL GABLES FL
2025-10-17,2025-10-17,CRESTLINE EDU LOAN  AUTOPAY  ****3092,Loan Payment,DEBIT,-212.00,4609.09,,AC100355,ACH,Miami FL
2025-10-17,2025-10-16,WHOLE FOODS MKT BRICKELL #7246 CORAL GABLES FL,Groceries,DEBIT,-86.14,4522.95,,PO100356,POS,MIAMI BEACH FL
2025-10-19,2025-10-18,DOORDASH*WENDYS #7180 CORAL GABLES FL,Restaurants,DEBIT,-140.60,4382.35,,PO100357,POS,DORAL FL
2025-10-19,2025-10-18,DOORDASH*WENDYS #7226 DORAL FL,Restaurants,DEBIT,-210.60,4171.75,,PO100358,POS,MIAMI BEACH FL
2025-10-20,2025-10-20,LUMEN BANK CARD  AUTOPAY  ****6058,Credit Card Payment,DEBIT,-250.00,3921.75,,AC100359,ACH,Miami FL
2025-10-22,2025-10-21,UBER EATS #5161 CORAL GABLES FL,Restaurants,DEBIT,-66.10,3855.65,,PO100360,POS,DORAL FL
2025-10-22,2025-10-22,CHECK 1042,Check,DEBIT,-150.00,3705.65,1042,CH100361,CHECK,Miami FL
2025-10-24,2025-10-23,AMAZON MKTPL US*RT #7512 MIAMI BEACH FL,Shopping,DEBIT,-90.88,3614.77,,PO100362,POS,MIAMI FL
2025-10-24,2025-10-23,STARBUCKS STORE 119 #5906 MIAMI FL,Restaurants,DEBIT,-115.38,3499.39,,PO100363,POS,MIAMI FL
2025-10-25,2025-10-24,TARGET 00027931 #2480 CORAL GABLES FL,Shopping,DEBIT,-244.40,3254.99,,PO100364,POS,MIAMI FL
2025-10-28,2025-10-28,TRANSFER TO SAVINGS  ****8820,Transfer,DEBIT,-400.00,2854.99,,XF100365,XFER,Miami FL
2025-10-31,2025-10-31,PAYLANTIC PAYROLL  MARLIN BAY MEDIA  DIRECT DEP,Income,CREDIT,2252.23,5107.22,,AC100366,ACH,Miami FL
2025-11-01,2025-11-01,ZELLE TO AKERMAN PROPERTIES  RENT,Rent,DEBIT,-2200.00,2907.22,,AC100367,ACH,Miami FL
2025-11-02,2025-11-01,CHIPOTLE 2841 #5332 WYNWOOD FL,Restaurants,DEBIT,-196.23,2710.99,,PO100368,POS,MIAMI FL
2025-11-03,2025-11-03,ZELLE FROM J RIVERA,Transfer,CREDIT,1100.00,3810.99,,AC100369,ACH,Miami FL
2025-11-05,2025-11-04,NETFLIX.COM,Subscriptions,DEBIT,-15.99,3795.00,,PO100370,POS,Miami FL
2025-11-05,2025-11-04,TARGET 00027931 #3290 MIAMI FL,Shopping,DEBIT,-163.27,3631.73,,PO100371,POS,MIAMI FL
