posting_date,transaction_date,description,merchant_category,type,amount,running_balance,reference_id,channel
2025-06-26,2025-06-26,CLARION GEAR INSURANCE,Insurance,DEBIT,-67.02,14912.66,DBT920241,ACH
2025-06-30,2025-06-29,INTEREST PAID,Income,CREDIT,13.19,14925.85,INT924829,INTEREST
2025-07-01,2025-07-01,EASTSIDE WORKLOFT LEASE,Home,DEBIT,-1500.00,13425.85,PMT714721,ACH
2025-07-01,2025-07-01,SIXT VAN RENTAL #2796,Auto & Transport,DEBIT,-93.52,13332.33,DBT232744,ACH
2025-07-01,2025-07-01,NES NASHVILLE ELECTRIC,Bills & Utilities,DEBIT,-89.59,13242.74,DBT707481,ACH
2025-07-01,2025-07-01,NES NASHVILLE ELECTRIC,Bills & Utilities,DEBIT,-53.38,13189.36,DBT766944,CARD
2025-07-01,2025-07-01,BAR SOVEREIGN #82528,Food & Dining,DEBIT,-26.68,13162.68,DBT390657,CARD
2025-07-05,2025-07-03,BLUECROSS BLUESHIELD TN PREM,Insurance,DEBIT,-385.00,12777.68,PMT340483,ACH
2025-07-06,2025-07-06,SIXT VAN RENTAL MEMPHIS TN FEO0,Auto & Transport,DEBIT,-103.27,12674.41,DBT430730,ACH
2025-07-07,2025-07-06,MERIDIAN SOUND ROYALTY ACH M014U,Income,CREDIT,5200.00,17874.41,DEP931332,ACH
2025-07-12,2025-07-12,BELLWETHER STUDIOS PMT INV2104,Income,CREDIT,796.05,18670.46,DEP496376,ACH
2025-07-12,2025-07-11,CLARION GEAR INSURANCE,Insurance,DEBIT,-68.00,18602.46,DBT296744,CARD
2025-07-13,2025-07-12,SUMMIT ONE CARD PYMT,Transfer,DEBIT,-1558.32,17044.14,PMT267923,ACH
2025-07-13,2025-07-11,SODELICE #51096,Food & Dining,DEBIT,-24.33,17019.81,DBT996323,ACH
2025-07-14,2025-07-13,SWEETWATER FINANCING PMT,Loans,DEBIT,-111.11,16908.70,PMT882400,ACH
2025-07-16,2025-07-16,IZOTOPE INC #30712,Bills & Utilities,DEBIT,-65.97,16842.73,DBT614474,CARD
2025-07-17,2025-07-17,ADOBE *CREATIVE #68331,Bills & Utilities,DEBIT,-45.39,16797.34,DBT634313,POS
2025-07-17,2025-07-15,BAR SOVEREIGN #90955,Food & Dining,DEBIT,-13.08,16784.26,DBT130298,ACH
2025-07-20,2025-07-19,LARKSPUR INVESTMENTS ROTH XFER,Transfer,DEBIT,-454.47,16329.79,XFR562263,TRANSFER
2025-07-24,2025-07-24,ATM WITHDRAWAL #7592,Personal,DEBIT,-222.24,16107.55,DBT584403,POS
2025-07-26,2025-07-24,BELLWETHER STUDIOS PMT INV2215,Income,CREDIT,798.84,16906.39,DEP904665,ACH
2025-07-27,2025-07-26,FROTHY MONKEY MURFREESBORO TN RNPC,Food & Dining,DEBIT,-30.24,16876.15,DBT180513,ACH
2025-07-31,2025-07-30,INTEREST PAID,Income,CREDIT,14.48,16890.63,INT713820,INTEREST
2025-08-01,2025-08-01,EASTSIDE WORKLOFT LEASE,Home,DEBIT,-1500.00,15390.63,PMT583921,ACH
2025-08-01,2025-08-01,MASTERCLASS #7087,Education,DEBIT,-78.57,15312.06,DBT176103,ACH
2025-08-04,2025-08-03,SAM ASH 77 MEMPHIS TN 997W,Shopping,DEBIT,-21.34,15290.72,DBT661046,CARD
2025-08-04,2025-08-02,STRINGJOY LLC #96031,Shopping,DEBIT,-19.03,15271.69,DBT960687,POS
2025-08-04,2025-08-04,IZOTOPE INC NSH TN GZA9,Bills & Utilities,DEBIT,-63.99,15207.70,DBT176080,POS
2025-08-05,2025-08-03,BLUECROSS BLUESHIELD TN PREM,Insurance,DEBIT,-385.00,14822.70,PMT923691,ACH
2025-08-05,2025-08-03,SODELICE #87604,Food & Dining,DEBIT,-31.18,14791.52,DBT193260,ACH
2025-08-07,2025-08-07,MERIDIAN SOUND ROYALTY ACH Q3M3,Income,CREDIT,3100.00,17891.52,DEP100325,ACH
2025-08-07,2025-08-05,CARD NETWORK FEE FRANKLIN TN V6VK,Fees & Charges,DEBIT,-10.24,17881.28,DBT474946,CARD
2025-08-08,2025-08-07,SAM ASH 77 FRANKLIN TN ZJKX,Shopping,DEBIT,-23.98,17857.30,DBT172473,ACH
2025-08-10,2025-08-10,COSTCO WHSE #1182 #72936,Personal,DEBIT,-152.05,17705.25,DBT303497,TRANSFER
2025-08-11,2025-08-10,CLARION GEAR INSURANCE,Insurance,DEBIT,-46.43,17658.82,DBT410297,ACH
2025-08-11,2025-08-09,ATM WITHDRAWAL #7519,Personal,DEBIT,-182.24,17476.58,DBT718208,TRANSFER
2025-08-12,2025-08-10,BELLWETHER STUDIOS PMT INV2198,Income,CREDIT,1287.13,18763.71,DEP578096,ACH
2025-08-14,2025-08-13,SWEETWATER FINANCING PMT,Loans,DEBIT,-111.11,18652.60,PMT131899,ACH
2025-08-15,2025-08-14,LYFT *RIDE ATLANTA GA L0PO,Auto & Transport,DEBIT,-75.67,18576.93,DBT456383,POS
2025-08-15,2025-08-13,SODELICE MURFREESBORO TN 1MHL,Food & Dining,DEBIT,-13.80,18563.13,DBT808645,CARD
2025-08-16,2025-08-14,SWEETWATER SUPPLIES #35187,Shopping,DEBIT,-27.35,18535.78,DBT471453,ACH
2025-08-16,2025-08-15,PIEDMONT GAS,Bills & Utilities,DEBIT,-67.15,18468.63,DBT651779,CARD
2025-08-17,2025-08-15,SUMMIT ONE CARD PYMT,Transfer,DEBIT,-1623.85,16844.78,PMT792023,ACH
2025-08-17,2025-08-16,CORNER MUSIC REPAIR NASHVILLE TN YFMU,Services,DEBIT,-69.20,16775.58,DBT989295,CARD
2025-08-17,2025-08-17,SWEETWATER SUPPLIES #94009,Shopping,DEBIT,-30.75,16744.83,DBT109579,POS
2025-08-17,2025-08-16,SAM ASH 77 MEMPHIS TN WCKY,Shopping,DEBIT,-19.46,16725.37,DBT805226,POS
2025-08-18,2025-08-18,FROTHY MONKEY NSH TN U8QW,Food & Dining,DEBIT,-22.06,16703.31,DBT417625,CARD
2025-08-20,2025-08-20,LARKSPUR INVESTMENTS ROTH XFER,Transfer,DEBIT,-475.37,16227.94,XFR439985,TRANSFER
2025-08-20,2025-08-19,FROTHY MONKEY MURFREESBORO TN JYCQ,Food & Dining,DEBIT,-17.67,16210.27,DBT220022,POS
2025-08-24,2025-08-24,STRINGJOY LLC FRANKLIN TN 9KLX,Shopping,DEBIT,-27.10,16183.17,DBT422003,ACH
2025-08-25,2025-08-23,AVID PRO TOOLS NASHVILLE TN C6MM,Bills & Utilities,DEBIT,-62.57,16120.60,DBT979616,ACH
2025-08-25,2025-08-23,ASCAP WORKSHOP #57417,Education,DEBIT,-76.88,16043.72,DBT885685,CARD
2025-08-25,2025-08-24,NASH HOUSE CAFE NSH TN 7POZ,Food & Dining,DEBIT,-23.92,16019.80,DBT640232,ACH
2025-08-26,2025-08-25,BELLWETHER STUDIOS PMT INV2346,Income,CREDIT,1005.79,17025.59,DEP880761,ACH
2025-08-26,2025-08-24,GUITAR CENTER 219 ATLANTA GA VQ57,Shopping,DEBIT,-41.12,16984.47,DBT176008,CARD
2025-08-27,2025-08-27,PRINCES HOT CHICKEN #30111,Food & Dining,DEBIT,-13.38,16971.09,DBT830347,ACH
2025-08-31,2025-08-31,INTEREST PAID,Income,CREDIT,12.06,16983.15,INT291779,INTEREST
2025-09-01,2025-09-01,EASTSIDE WORKLOFT LEASE,Home,DEBIT,-1500.00,15483.15,PMT294732,ACH
2025-09-01,2025-09-01,PARKWHIZ #75894,Auto & Transport,DEBIT,-99.19,15383.96,DBT161001,CARD
2025-09-01,2025-09-01,SHELL OIL 574 NSH TN KG41,Auto & Transport,DEBIT,-63.74,15320.22,DBT334378,POS
2025-09-02,2025-09-01,DOSE COFFEE #49745,Food & Dining,DEBIT,-20.02,15300.20,DBT193162,POS
2025-09-03,2025-09-02,MERIDIAN SOUND ROYALTY ACH M02AD,Income,CREDIT,7400.00,22700.20,DEP555377,ACH
2025-09-03,2025-09-02,NES NASHVILLE ELECTRIC,Bills & Utilities,DEBIT,-116.16,22584.04,DBT873912,ACH
2025-09-03,2025-09-02,FROTHY MONKEY #41710,Food & Dining,DEBIT,-16.34,22567.70,DBT475620,ACH
2025-09-03,2025-09-02,VENMO PAYMENT KEA5Y,Personal,DEBIT,-223.03,22344.67,DBT859909,ATM
2025-09-04,2025-09-03,SODELICE FRANKLIN TN 6G1K,Food & Dining,DEBIT,-21.84,22322.83,DBT848274,CARD
2025-09-05,2025-09-05,BLUECROSS BLUESHIELD TN PREM,Insurance,DEBIT,-385.00,21937.83,PMT309176,ACH
2025-09-05,2025-09-04,STAPLES 01182 #71151,Shopping,DEBIT,-33.91,21903.92,DBT466758,CARD
2025-09-06,2025-09-05,AMP MEDIC NSH #69484,Services,DEBIT,-64.54,21839.38,DBT194560,ACH
2025-09-08,2025-09-07,PLAYLIST PUSH NSH TN YM4N,Services,DEBIT,-255.02,21584.36,DBT109284,CARD
2025-09-09,2025-09-07,NASH HOUSE CAFE NASHVILLE TN IP8I,Food & Dining,DEBIT,-12.90,21571.46,DBT241040,ACH
2025-09-10,2025-09-08,STAPLES 01182 ATLANTA GA PCZ8,Shopping,DEBIT,-51.81,21519.65,DBT994787,POS
2025-09-11,2025-09-11,FANNYS HOUSE OF MUSIC MEMPHIS TN GY7S,Services,DEBIT,-50.29,21469.36,DBT542968,ACH
2025-09-11,2025-09-11,BAR SOVEREIGN MURFREESBORO TN RSTO,Food & Dining,DEBIT,-28.08,21441.28,DBT712707,POS
2025-09-12,2025-09-11,BELLWETHER STUDIOS PMT INV2258,Income,CREDIT,811.65,22252.93,DEP892456,ACH
2025-09-12,2025-09-12,GUITAR CENTER 219 MEMPHIS TN N2VV,Shopping,DEBIT,-25.27,22227.66,DBT392034,CARD
2025-09-12,2025-09-11,SODELICE #28987,Food & Dining,DEBIT,-21.90,22205.76,DBT648462,ACH
2025-09-13,2025-09-12,SODELICE MURFREESBORO TN 4CIP,Food & Dining,DEBIT,-26.91,22178.85,DBT187681,CARD
2025-09-14,2025-09-13,SWEETWATER FINANCING PMT,Loans,DEBIT,-111.11,22067.74,PMT314240,ACH
2025-09-15,2025-09-13,SUMMIT ONE CARD PYMT,Transfer,DEBIT,-1212.58,20855.16,PMT259143,ACH
2025-09-15,2025-09-13,IRS USATAXPYMT,Other,DEBIT,-1000.00,19855.16,TAX180692,ACH
2025-09-15,2025-09-14,SWEETWATER SUPPLIES #15856,Shopping,DEBIT,-34.73,19820.43,DBT530852,ACH
2025-09-16,2025-09-14,SOUNDFLY COURSE MURFREESBORO TN ARGD,Education,DEBIT,-54.07,19766.36,DBT137531,POS
2025-09-17,2025-09-15,PARKWHIZ NSH TN OIIQ,Auto & Transport,DEBIT,-117.18,19649.18,DBT681973,POS
2025-09-17,2025-09-17,FROTHY MONKEY #30210,Food & Dining,DEBIT,-27.20,19621.98,DBT833257,ACH
2025-09-17,2025-09-17,DOSE COFFEE #29548,Food & Dining,DEBIT,-21.34,19600.64,DBT781188,POS
2025-09-17,2025-09-17,FROTHY MONKEY NASHVILLE TN 86R0,Food & Dining,DEBIT,-20.15,19580.49,DBT183704,ACH
2025-09-19,2025-09-17,SAM ASH 77 NSH TN WIDD,Shopping,DEBIT,-30.41,19550.08,DBT784892,POS
2025-09-19,2025-09-18,BAR SOVEREIGN MEMPHIS TN FF5Z,Food & Dining,DEBIT,-18.95,19531.13,DBT269860,POS
2025-09-19,2025-09-19,ATM WITHDRAWAL #4966,Personal,DEBIT,-248.26,19282.87,DBT205297,TRANSFER
2025-09-20,2025-09-19,LARKSPUR INVESTMENTS ROTH XFER,Transfer,DEBIT,-480.22,18802.65,XFR107812,TRANSFER
2025-09-20,2025-09-20,CLARION GEAR INSURANCE,Insurance,DEBIT,-63.41,18739.24,DBT274559,POS
2025-09-21,2025-09-19,FROTHY MONKEY ATLANTA GA Y3W2,Food & Dining,DEBIT,-18.44,18720.80,DBT598186,ACH
2025-09-23,2025-09-23,SUBMITHUB #56424,Services,DEBIT,-154.66,18566.14,DBT374221,ACH
2025-09-24,2025-09-24,BRIDGES CPA GROUP #36818,Services,DEBIT,-449.77,18116.37,DBT439864,CARD
2025-09-24,2025-09-22,SPLICE SOUNDS #77384,Bills & Utilities,DEBIT,-84.69,18031.68,DBT932992,POS
2025-09-25,2025-09-25,SHELL OIL 574 FRANKLIN TN EEPX,Auto & Transport,DEBIT,-117.17,17914.51,DBT904626,CARD
2025-09-25,2025-09-24,FROTHY MONKEY #80228,Food & Dining,DEBIT,-13.11,17901.40,DBT471505,ACH
2025-09-26,2025-09-25,BELLWETHER STUDIOS PMT INV2137,Income,CREDIT,1072.22,18973.62,DEP414094,ACH
2025-09-30,2025-09-29,INTEREST PAID,Income,CREDIT,13.56,18987.18,INT179815,INTEREST
2025-10-01,2025-10-01,EASTSIDE WORKLOFT LEASE,Home,DEBIT,-1500.00,17487.18,PMT942871,ACH
2025-10-01,2025-10-01,FROTHY MONKEY NASHVILLE TN PWBG,Food & Dining,DEBIT,-17.98,17469.20,DBT391265,ACH
2025-10-03,2025-10-03,BANDSINTOWN PROMO ATLANTA GA CKFY,Services,DEBIT,-179.14,17290.06,DBT675151,ACH
2025-10-03,2025-10-01,BP#9123 MURFREESBORO TN QGHY,Auto & Transport,DEBIT,-50.63,17239.43,DBT462453,POS
2025-10-04,2025-10-04,PARKWHIZ #66774,Auto & Transport,DEBIT,-98.20,17141.23,DBT660199,CARD
2025-10-05,2025-10-05,BLUECROSS BLUESHIELD TN PREM,Insurance,DEBIT,-385.00,16756.23,PMT217318,ACH
2025-10-05,2025-10-03,PLAYLIST PUSH #78081,Services,DEBIT,-204.16,16552.07,DBT208659,ACH
2025-10-06,2025-10-05,VENMO PAYMENT 3OE00,Personal,DEBIT,-221.17,16330.90,DBT687944,ATM
2025-10-07,2025-10-07,CLARION GEAR INSURANCE,Insurance,DEBIT,-48.96,16281.94,DBT965163,CARD
2025-10-07,2025-10-07,DOSE COFFEE NSH TN G5PY,Food & Dining,DEBIT,-19.28,16262.66,DBT702783,CARD
2025-10-08,2025-10-07,MERIDIAN SOUND ROYALTY ACH M02VD,Income,CREDIT,1500.00,17762.66,DEP555790,ACH
2025-10-11,2025-10-11,SUMMIT ONE CARD PYMT,Transfer,DEBIT,-1935.58,15827.08,PMT530515,ACH
2025-10-12,2025-10-11,BELLWETHER STUDIOS PMT INV2334,Income,CREDIT,1135.80,16962.88,DEP857026,ACH
2025-10-12,2025-10-12,SIXT VAN RENTAL ATLANTA GA KVY3,Auto & Transport,DEBIT,-51.52,16911.36,DBT729592,POS
2025-10-12,2025-10-10,SPLICE SOUNDS #69673,Bills & Utilities,DEBIT,-61.51,16849.85,DBT662078,CARD
2025-10-13,2025-10-12,PARKWHIZ MEMPHIS TN GIJN,Auto & Transport,DEBIT,-105.28,16744.57,DBT715434,POS
2025-10-14,2025-10-13,SWEETWATER FINANCING PMT,Loans,DEBIT,-111.11,16633.46,PMT392560,ACH
2025-10-14,2025-10-14,SHELL OIL 574 #88301,Auto & Transport,DEBIT,-101.89,16531.57,DBT321949,POS
2025-10-14,2025-10-13,BAR SOVEREIGN MURFREESBORO TN 8JQ5,Food & Dining,DEBIT,-21.68,16509.89,DBT205155,ACH
2025-10-15,2025-10-13,CLARION GEAR INSURANCE,Insurance,DEBIT,-73.47,16436.42,DBT664978,CARD
2025-10-16,2025-10-14,LYFT *RIDE #37434,Auto & Transport,DEBIT,-105.14,16331.28,DBT898367,ACH
2025-10-18,2025-10-16,UBER *TRIP NASHVILLE TN HPYV,Auto & Transport,DEBIT,-94.58,16236.70,DBT934609,POS
2025-10-18,2025-10-18,SWEETWATER SUPPLIES MEMPHIS TN 3AMV,Shopping,DEBIT,-38.15,16198.55,DBT401261,CARD
2025-10-18,2025-10-16,COMCAST BUSINESS,Bills & Utilities,DEBIT,-106.84,16091.71,DBT553721,CARD
2025-10-18,2025-10-16,MONTHLY MAINT FEE ATLANTA GA 4WI7,Fees & Charges,DEBIT,-21.40,16070.31,DBT438849,POS
2025-10-19,2025-10-19,PRINCES HOT CHICKEN MURFREESBORO TN 2RVJ,Food & Dining,DEBIT,-28.35,16041.96,DBT420293,CARD
2025-10-20,2025-10-19,LARKSPUR INVESTMENTS ROTH XFER,Transfer,DEBIT,-443.19,15598.77,XFR711324,TRANSFER
2025-10-22,2025-10-22,IZOTOPE INC ATLANTA GA ZK5B,Bills & Utilities,DEBIT,-43.40,15555.37,DBT335755,ACH
2025-10-22,2025-10-21,SODELICE #84915,Food & Dining,DEBIT,-32.11,15523.26,DBT825007,POS
2025-10-23,2025-10-23,STRINGJOY LLC NASHVILLE TN 3KM9,Shopping,DEBIT,-23.73,15499.53,DBT131994,CARD
2025-10-23,2025-10-22,GUITAR CENTER 219 MEMPHIS TN RNX0,Shopping,DEBIT,-28.31,15471.22,DBT977669,POS
2025-10-24,2025-10-23,FROTHY MONKEY NSH TN 2HD0,Food & Dining,DEBIT,-31.40,15439.82,DBT423130,ACH
2025-10-25,2025-10-25,COMCAST BUSINESS,Bills & Utilities,DEBIT,-57.42,15382.40,DBT430677,ACH
2025-10-25,2025-10-24,FROTHY MONKEY FRANKLIN TN UOO4,Food & Dining,DEBIT,-23.40,15359.00,DBT605589,POS
2025-10-26,2025-10-26,BELLWETHER STUDIOS PMT INV2113,Income,CREDIT,799.16,16158.16,DEP481610,ACH
2025-10-26,2025-10-24,SOUNDFLY COURSE #42959,Education,DEBIT,-116.74,16041.42,DBT384880,CARD
2025-10-27,2025-10-27,SIXT VAN RENTAL #14224,Auto & Transport,DEBIT,-65.16,15976.26,DBT533688,ACH
2025-10-27,2025-10-26,VERIZON WIRELESS,Bills & Utilities,DEBIT,-80.28,15895.98,DBT136683,ACH
2025-10-31,2025-10-31,INTEREST PAID,Income,CREDIT,12.42,15908.40,INT140468,INTEREST
2025-11-01,2025-11-01,EASTSIDE WORKLOFT LEASE,Home,DEBIT,-1500.00,14408.40,PMT341930,ACH
2025-11-01,2025-11-01,ZELLE TO J MERCER T1NWE,Personal,DEBIT,-244.27,14164.13,DBT450741,TRANSFER
2025-11-02,2025-11-02,UPS STORE 6210 #63164,Shopping,DEBIT,-35.88,14128.25,DBT288959,CARD
2025-11-03,2025-11-02,USPS PO 4471 NSH TN YFWO,Shopping,DEBIT,-49.50,14078.75,DBT862792,POS
2025-11-03,2025-11-02,STRINGJOY LLC #30875,Shopping,DEBIT,-21.80,14056.95,DBT567980,POS
2025-11-04,2025-11-03,HARLAN ENT LAW LLP FRANKLIN TN OOCC,Services,DEBIT,-466.39,13590.56,DBT354511,POS
2025-11-04,2025-11-04,STRINGJOY LLC #47127,Shopping,DEBIT,-18.39,13572.17,DBT165803,POS
2025-11-04,2025-11-02,STRINGJOY LLC NSH TN MO1O,Shopping,DEBIT,-37.36,13534.81,DBT932677,CARD
2025-11-05,2025-11-03,BLUECROSS BLUESHIELD TN PREM,Insurance,DEBIT,-385.00,13149.81,PMT310309,ACH
2025-11-06,2025-11-06,LYFT *RIDE MEMPHIS TN AZVA,Auto & Transport,DEBIT,-80.85,13068.96,DBT724342,ACH
2025-11-07,2025-11-05,MERIDIAN SOUND ROYALTY ACH Q3HN,Income,CREDIT,4830.00,17898.96,DEP868398,ACH
2025-11-07,2025-11-07,GUITAR CENTER 219 #64770,Shopping,DEBIT,-41.64,17857.32,DBT480081,CARD
2025-11-08,2025-11-07,STRINGJOY LLC NASHVILLE TN 6OET,Shopping,DEBIT,-27.71,17829.61,DBT693689,CARD
2025-11-09,2025-11-08,SUMMIT ONE CARD PYMT,Transfer,DEBIT,-1395.44,16434.17,PMT908251,ACH
2025-11-11,2025-11-10,MONTHLY MAINT FEE #59714,Fees & Charges,DEBIT,-12.40,16421.77,DBT372624,CARD
2025-11-12,2025-11-11,BELLWETHER STUDIOS PMT INV2334,Income,CREDIT,458.62,16880.39,DEP238404,ACH
2025-11-12,2025-11-11,ZELLE TO J MERCER I4QBX,Personal,DEBIT,-139.15,16741.24,DBT701364,POS
2025-11-13,2025-11-13,SODELICE #14305,Food & Dining,DEBIT,-15.14,16726.10,DBT639195,ACH
2025-11-14,2025-11-13,SWEETWATER FINANCING PMT,Loans,DEBIT,-111.11,16614.99,PMT542942,ACH
2025-11-14,2025-11-13,VERIZON WIRELESS,Bills & Utilities,DEBIT,-70.58,16544.41,DBT813604,POS
2025-11-14,2025-11-12,PRINCES HOT CHICKEN NSH TN WEK6,Food & Dining,DEBIT,-30.65,16513.76,DBT681515,ACH
2025-11-16,2025-11-15,HARLAN ENT LAW LLP NASHVILLE TN FV5S,Services,DEBIT,-272.60,16241.16,DBT492277,POS
2025-11-16,2025-11-16,COSTCO WHSE #1182 MEMPHIS TN EY0E,Personal,DEBIT,-200.33,16040.83,DBT249480,TRANSFER
2025-11-20,2025-11-20,LARKSPUR INVESTMENTS ROTH XFER,Transfer,DEBIT,-444.11,15596.72,XFR493181,TRANSFER
2025-11-20,2025-11-20,SODELICE MEMPHIS TN 9KKZ,Food & Dining,DEBIT,-21.32,15575.40,DBT174104,CARD
2025-11-22,2025-11-20,NES NASHVILLE ELECTRIC,Bills & Utilities,DEBIT,-97.34,15478.06,DBT605639,POS
2025-11-22,2025-11-20,NASH HOUSE CAFE NASHVILLE TN WQHJ,Food & Dining,DEBIT,-31.81,15446.25,DBT583308,POS
2025-11-24,2025-11-24,SODELICE #98636,Food & Dining,DEBIT,-14.30,15431.95,DBT105745,POS
2025-11-24,2025-11-22,FROTHY MONKEY NSH TN OTZK,Food & Dining,DEBIT,-16.52,15415.43,DBT606927,POS
2025-11-26,2025-11-24,BELLWETHER STUDIOS PMT INV2371,Income,CREDIT,410.16,15825.59,DEP566296,ACH
2025-11-26,2025-11-26,PRINCES HOT CHICKEN #34776,Food & Dining,DEBIT,-19.75,15805.84,DBT439809,CARD
2025-11-27,2025-11-25,FROTHY MONKEY #90749,Food & Dining,DEBIT,-12.97,15792.87,DBT939043,ACH
2025-11-30,2025-11-29,INTEREST PAID,Income,CREDIT,9.05,15801.92,INT640079,INTEREST
2025-12-01,2025-12-01,EASTSIDE WORKLOFT LEASE,Home,DEBIT,-1500.00,14301.92,PMT187851,ACH
2025-12-02,2025-12-02,SODELICE #84096,Food & Dining,DEBIT,-29.47,14272.45,DBT259729,CARD
2025-12-04,2025-12-04,MERIDIAN SOUND ROYALTY ACH Q3R1,Income,CREDIT,3300.00,17572.45,DEP872550,ACH
2025-12-04,2025-12-04,SWEETWATER SUPPLIES ATLANTA GA CMYW,Shopping,DEBIT,-21.24,17551.21,DBT297896,CARD
2025-12-05,2025-12-04,BLUECROSS BLUESHIELD TN PREM,Insurance,DEBIT,-385.00,17166.21,PMT255863,ACH
2025-12-10,2025-12-09,VERIZON WIRELESS,Bills & Utilities,DEBIT,-77.03,17089.18,DBT756549,CARD
2025-12-12,2025-12-11,BELLWETHER STUDIOS PMT INV2168,Income,CREDIT,739.40,17828.58,DEP504034,ACH
2025-12-14,2025-12-13,SWEETWATER FINANCING PMT,Loans,DEBIT,-111.11,17717.47,PMT536737,ACH
2025-12-14,2025-12-13,SUMMIT ONE CARD PYMT,Transfer,DEBIT,-1825.50,15891.97,PMT551676,ACH
2025-12-14,2025-12-14,NASH HOUSE CAFE #76993,Food & Dining,DEBIT,-15.20,15876.77,DBT591558,POS
2025-12-15,2025-12-13,IRS USATAXPYMT,Other,DEBIT,-1000.00,14876.77,TAX631801,ACH
2025-12-16,2025-12-15,BP#9123 FRANKLIN TN HLZD,Auto & Transport,DEBIT,-110.26,14766.51,DBT335530,POS
2025-12-17,2025-12-15,STRINGJOY LLC #4950,Shopping,DEBIT,-36.55,14729.96,DBT210758,ACH
2025-12-17,2025-12-17,DOSE COFFEE ATLANTA GA SY6S,Food & Dining,DEBIT,-30.67,14699.29,DBT221679,CARD
2025-12-17,2025-12-17,SODELICE #23762,Food & Dining,DEBIT,-26.25,14673.04,DBT857157,ACH
2025-12-17,2025-12-17,FROTHY MONKEY #13250,Food & Dining,DEBIT,-15.88,14657.16,DBT800104,ACH
2025-12-19,2025-12-19,BP#9123 #99779,Auto & Transport,DEBIT,-65.36,14591.80,DBT379601,CARD
2025-12-19,2025-12-18,STAPLES 01182 ATLANTA GA R2OV,Shopping,DEBIT,-41.27,14550.53,DBT857447,ACH
2025-12-20,2025-12-18,LARKSPUR INVESTMENTS ROTH XFER,Transfer,DEBIT,-439.26,14111.27,XFR941941,TRANSFER
2025-12-20,2025-12-20,PARKWHIZ #93550,Auto & Transport,DEBIT,-92.05,14019.22,DBT650529,ACH
2025-12-21,2025-12-21,AVID PRO TOOLS #17359,Bills & Utilities,DEBIT,-51.92,13967.30,DBT213942,CARD
2025-12-22,2025-12-22,AVID PRO TOOLS #81695,Bills & Utilities,DEBIT,-65.30,13902.00,DBT223335,POS
2025-12-23,2025-12-21,SAM ASH 77 #40436,Shopping,DEBIT,-31.88,13870.12,DBT359848,CARD
2025-12-23,2025-12-23,TN FARM BUREAU AUTO #3873,Personal,DEBIT,-181.13,13688.99,DBT986171,TRANSFER
2025-12-24,2025-12-24,DELTA AIR 0061 #93309,Auto & Transport,DEBIT,-99.91,13589.08,DBT227019,ACH
2025-12-24,2025-12-24,BAR SOVEREIGN #74140,Food & Dining,DEBIT,-27.35,13561.73,DBT605597,CARD
2025-12-24,2025-12-24,VENMO *CASHOUT C7S32,Personal,DEBIT,-267.07,13294.66,DBT836821,POS
2025-12-26,2025-12-24,BELLWETHER STUDIOS PMT INV2193,Income,CREDIT,739.31,14033.97,DEP204109,ACH
2025-12-27,2025-12-27,PARKWHIZ NASHVILLE TN 4X2I,Auto & Transport,DEBIT,-82.09,13951.88,DBT668899,CARD
2025-12-27,2025-12-25,AMP MEDIC NSH #17952,Services,DEBIT,-64.08,13887.80,DBT410479,CARD
2025-12-31,2025-12-29,INTEREST PAID,Income,CREDIT,13.56,13901.36,INT784172,INTEREST
